filename,title,lang,date,word_count,total_keywords,indic,pre_indic,ambiguous,pre_indic_ratio,pre_indic_keywords,has_hyang,has_manhuri,has_wuku
DHARMA_INSIDENKBorobudurHB131A.xml,"Relief label from Borobudur's hidden base, no. 131A (8th c. CE)",san-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB131B.xml,"Relief label from Borobudur's hidden base, no. 131B (8th c. CE)",san-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB132.xml,"Relief label from Borobudur's hidden base, no. 132 (8th c. CE)",san-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB133.xml,"Relief label from Borobudur's hidden base, no. 133 (8th c. CE)",san-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB134A.xml,"Relief label from Borobudur's hidden base, no. 134A (8th c. CE)",san-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB134B.xml,"Relief label from Borobudur's hidden base, no. 134B (8th c. CE)",san-Latn,,2,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB135A.xml,"Relief label from Borobudur's hidden base, no. 135A (8th c. CE)",san-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB135B.xml,"Relief label from Borobudur's hidden base, no. 135B (8th c. CE)",san-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB137.xml,"Relief label from Borobudur's hidden base, no. 137 (8th c. CE)",san-Latn,,1,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKBorobudurHB138A.xml,"Relief label from Borobudur's hidden base, no. 138A (8th c. CE)",san-Latn,,2,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB138B.xml,"Relief label from Borobudur's hidden base, no. 138B (8th c. CE)",san-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB139.xml,"Relief label from Borobudur's hidden base, no. 139 (8th c. CE)",san-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB140.xml,"Relief label from Borobudur's hidden base, no. 140 (8th c. CE)",san-Latn,,2,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB141.xml,"Relief label from Borobudur's hidden base, no. 141 (8th c. CE)",san-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB142.xml,"Relief label from Borobudur's hidden base, no. 142 (8th c. CE)",san-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB144.xml,"Relief label from Borobudur's hidden base, no. 144 (8th c. CE)",san-Latn,,2,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB147.xml,"Relief label from Borobudur's hidden base, no. 147 (8th c. CE)",san-Latn,,1,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKBorobudurHB148A.xml,"Relief label from Borobudur's hidden base, no. 148A (8th c. CE)",san-Latn,,2,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB148B.xml,"Relief label from Borobudur's hidden base, no. 148B (8th c. CE)",san-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB149.xml,"Relief label from Borobudur's hidden base, no. 149 (8th c. CE)",san-Latn,,1,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKBorobudurHB150A.xml,"Relief label from Borobudur's hidden base, no. 150A (8th c. CE)",san-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB150B.xml,"Relief label from Borobudur's hidden base, no. 150B (8th c. CE)",san-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB151.xml,"Relief label from Borobudur's hidden base, no. 151 (8th c. CE)",san-Latn,,1,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKBorobudurHB152A.xml,"Relief label from Borobudur's hidden base, no. 152A (8th c. CE)",san-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB152B.xml,"Relief label from Borobudur's hidden base, no. 152B (8th c. CE)",san-Latn,,1,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKBorobudurHB153A.xml,"Relief label from Borobudur's hidden base, no. 153A (8th c. CE)",san-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB153B.xml,"Relief label from Borobudur's hidden base, no. 153B (8th c. CE)",san-Latn,,1,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKBorobudurHB154A.xml,"Relief label from Borobudur's hidden base, no. 154A (8th c. CE)",san-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB154B.xml,"Relief label from Borobudur's hidden base, no. 154B (8th c. CE)",san-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBorobudurHB154C.xml,"Relief label from Borobudur's hidden base, no. 154C (8th c. CE)",san-Latn,,1,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKBorobudurHB157.xml,"Relief label from Borobudur's hidden base, no. 157 (8th c. CE)",san-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBromoSemeru2.xml,Bromo Semeru 2,kaw-Latn,,3,2,2,0,0,0.0,,False,False,False
DHARMA_INSIDENKBromoSemeru4.xml,Bromo Semeru 4,kaw-Latn,,3,2,2,0,0,0.0,,False,False,False
DHARMA_INSIDENKBromoSemeru6.xml,Bromo Semeru 6,kaw-Latn,,2,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBukateja.xml,Embossed Image of Śiva in Gold Leaf from Central Java (8th c. CE),omy-Latn,,6,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKBulai.xml,Bulai,kaw-Latn,,120,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKBularut.xml,Bularut charter (964 Śaka),kaw-Latn,,1539,2,1,0,1,0.0,,False,False,False
DHARMA_INSIDENKCamundi.xml,Camundi,kaw-Latn,,71,4,4,0,0,0.0,,False,False,False
DHARMA_INSIDENKCanggal.xml,The stela of Canggal or Gunung Wukir (654 Śaka),san-Latn,,266,4,3,0,1,0.0,,False,False,False
DHARMA_INSIDENKCanggu.xml,Canggu inscription,kaw-Latn,,1061,7,5,2,0,0.286,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKDalinan.xml,"Charter for the demarcation of Wukajana, Tumpak & Wuru Telu villages for the monastery at Dalinan (825 Śaka, 5 March 904)",kaw-Latn,,1896,9,5,2,2,0.222,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKDawangsari.xml,"A poem in honor of Gaṇeśa found at Dawangsari, 9th c. CE",kaw-Latn,,134,2,2,0,0,0.0,,False,False,False
DHARMA_INSIDENKdevadravya.xml,Inventory of a Śaiva temple at Dieng (9th c. CE),omy-Latn,,90,2,1,1,0,0.5,hyaṁ,True,False,False
DHARMA_INSIDENKDinoyoIIa.xml,Two connected charters on a stone from Dinoyo (772 and 786 Śaka),kaw-Latn,,265,5,3,1,1,0.2,hyaṁ,True,False,False
DHARMA_INSIDENKDisunuh.xml,Disunuh (709 Śaka),kaw-Latn,,76,4,3,0,1,0.0,,False,False,False
DHARMA_INSIDENKE62.xml,E62,unknown,,59,2,1,0,1,0.0,,False,False,False
DHARMA_INSIDENKGajahMada.xml,Gajah Mada's foundation of a caitya (1351-04-27),kaw-Latn,,129,3,3,0,0,0.0,,False,False,False
DHARMA_INSIDENKGandasuli.xml,Gandasuli (early 8th century CE),omy-Latn,,325,2,1,1,0,0.5,hyaṁ,True,False,False
DHARMA_INSIDENKGandhakuti.xml,Gandhakuti,kaw-Latn,,815,7,6,1,0,0.143,hyaṁ,True,False,False
DHARMA_INSIDENKGaraman.xml,Garaman,kaw-Latn,,1031,8,5,2,1,0.25,hyang|hyaṁ,True,False,False
DHARMA_INSIDENKGarung.xml,Garung,kaw-Latn,,65,2,2,0,0,0.0,,False,False,False
DHARMA_INSIDENKGenengII.xml,Geneng II,kaw-Latn,,528,7,5,2,0,0.286,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKGondangLor.xml,Akṣobhya Statue from Gondang Lor (11th or 12th c. CE),san-Latn,,52,2,1,0,1,0.0,,False,False,False
DHARMA_INSIDENKGulungGulung.xml,Gulung-Gulung (851 Śaka),kaw-Latn,,1707,10,7,1,2,0.1,hyaṁ,True,False,False
DHARMA_INSIDENKGuntur.xml,Guntur,kaw-Latn,,208,3,3,0,0,0.0,,False,False,False
DHARMA_INSIDENKHampran.xml,Gift of Hampran village (674 Śaka),unknown,,56,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKHarinjing.xml,The Harinjing Charter,kaw-Latn,,826,6,4,1,1,0.167,hyaṁ,True,False,False
DHARMA_INSIDENKHering.xml,Charter of Hering (870 Śaka),san-Latn,,1456,8,5,2,1,0.25,maṅhuri|panumbas,False,True,False
DHARMA_INSIDENKHimadvalandit.xml,Himad Walandit,kaw-Latn,,342,3,1,2,0,0.667,hyaṁ|kabuyutan,True,False,False
DHARMA_INSIDENKHorren.xml,"Charter of Horren, ca. 975 Śaka",kaw-Latn,,180,2,0,1,1,0.5,hyaṁ,True,False,False
DHARMA_INSIDENKHujungGaluh-Sangsang.xml,Hujung Galuh / Sangsang (907-05-04),unknown,,695,7,5,0,2,0.0,,False,False,False
DHARMA_INSIDENKHuludayeuh.xml,Huludayeuh,osn-Latn,,59,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKHumanding.xml,The Polengan plates: Humanding charter (797 Śaka),kaw-Latn,,584,6,3,1,2,0.167,hyaṁ,True,False,False
DHARMA_INSIDENKHuwung.xml,Demarcation of Huwung (822/823 CE),kaw-Latn,,55,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKJamwi.xml,Jamwi (Sinaguha),unknown,,193,2,0,1,1,0.5,hyaṁ,True,False,False
DHARMA_INSIDENKJeruJeru.xml,Jeru-Jeru (852 Śaka),kaw-Latn,,1441,10,7,1,2,0.1,hyaṁ,True,False,False
DHARMA_INSIDENKJragung.xml,Jragung,san-Latn,,106,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKJurungan.xml,The Polengan plates: Jurungan charter (798 Śaka),kaw-Latn,,1401,5,2,1,2,0.2,hyaṁ,True,False,False
DHARMA_INSIDENKKabhagavanan.xml,Kabhagavanan,kaw-Latn,,306,3,3,0,0,0.0,,False,False,False
DHARMA_INSIDENKKakalangan.xml,Kakalangan,kaw-Latn,,125,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKKaladi.xml,Kaladi charter,kaw-Latn,,1638,5,4,1,0,0.2,hyaṁ,True,False,False
DHARMA_INSIDENKKalasan.xml,Kalasan,san-Latn,,163,3,3,0,0,0.0,,False,False,False
DHARMA_INSIDENKKandangan.xml,The Charter of Kandangan,kaw-Latn,,243,5,4,1,0,0.2,hyaṁ,True,False,False
DHARMA_INSIDENKKanjuruhan.xml,The Kanjuruhan Charter (682 Śaka),san-Latn,,259,2,2,0,0,0.0,,False,False,False
DHARMA_INSIDENKKarangloMojokerto.xml,Karang Lo (1019 Śaka),kaw-Latn,,12,2,1,1,0,0.5,hyaṁ,True,False,False
DHARMA_INSIDENKKasugihan.xml,"Kasugihan (829 Śaka, 907-11-18)",kaw-Latn,,386,4,3,1,0,0.25,hyaṁ,True,False,False
DHARMA_INSIDENKKawali_1a.xml,Kawali I (a),osn-Latn,,52,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKKawali_1b.xml,Kawali I (b),osn-Latn,,19,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKKawali_2.xml,Kawali 2,osn-Latn,,20,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKKawali_3.xml,Kawali 3,osn-Latn,,1,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKKawali_4.xml,Kawali 4,osn-Latn,,5,1,0,1,0,1.0,hyaṁ,True,False,False
DHARMA_INSIDENKKawali_5.xml,Kawali 5,osn-Latn,,4,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKKawali_6.xml,Kawali VI,osn-Latn,,19,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKKayuAraHiwang.xml,Kayu Ara Hiwang (823 Śaka),kaw-Latn,,538,6,3,1,2,0.167,hyaṁ,True,False,False
DHARMA_INSIDENKKayumwungan.xml,Kayumwungan charter of the Veṇuvanavihāra (746 Śaka),kaw-Latn,,681,4,3,1,0,0.25,hyaṁ,True,False,False
DHARMA_INSIDENKKebantenan_1.xml,Kebantenan 1,osn-Latn,,94,3,1,2,0,0.667,hyang|hyaṁ,True,False,False
DHARMA_INSIDENKKebantenan_2.xml,Kebantenan 2,osn-Latn,,113,1,0,1,0,1.0,hyaṁ,True,False,False
DHARMA_INSIDENKKebantenan_3.xml,Kebantenan 3,osn-Latn,,59,1,0,1,0,1.0,kabuyutan,False,False,False
DHARMA_INSIDENKKebantenan_4.xml,Kebantenan 4,osn-Latn,,99,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKKedungwangi.xml,The Stela of Kedungwangi (Lawan),kaw-Latn,,186,5,3,1,1,0.2,hyaṁ,True,False,False
DHARMA_INSIDENKKetanen.xml,"Ketanen (826 Ś, 904/905)",unknown,,197,1,1,0,0,0.0,,False,False,False
DHARMA_INSIDENKKinewu.xml,Kinewu (829 Śaka – 907-11-20),unknown,,577,6,4,1,1,0.167,hyaṁ,True,False,False
DHARMA_INSIDENKKiringan.xml,Kiringan (917-11-14),kaw-Latn,,269,3,2,1,0,0.333,hyaṁ,True,False,False
DHARMA_INSIDENKKubu-Kubu.xml,"Kubu-Kubu (827 Ś, 905-10-17)",kaw-Latn,,1009,7,5,2,0,0.286,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKKurungan.xml,Kurungan (Randusari II),kaw-Latn,,363,7,5,1,1,0.143,hyaṁ,True,False,False
DHARMA_INSIDENKKusambyan.xml,Kusambyan charter (945 Śaka),kaw-Latn,,389,2,1,1,0,0.5,hyaṁ,True,False,False
DHARMA_INSIDENKLaguna.xml,Laguna Copper plate (820 Śaka),omy-Latn,,141,3,3,0,0,0.0,,False,False,False
DHARMA_INSIDENKLanda.xml,Resources of the temple at Landa (late 9th c. CE),kaw-Latn,,179,2,0,1,1,0.5,hyaṁ,True,False,False
DHARMA_INSIDENKLinggasuntan.xml,Linggasuntan (851 Śaka),kaw-Latn,,1784,11,7,1,3,0.091,hyaṁ,True,False,False
DHARMA_INSIDENKLinggawangi.xml,Linggawangi,osn-Latn,,22,3,2,1,0,0.333,hyaṁ,True,False,False
DHARMA_INSIDENKLintakan.xml,"Lintakan (841 Śaka, 919-07-12)",kaw-Latn,,2131,10,6,1,3,0.1,hyaṁ,True,False,False
DHARMA_INSIDENKLuitan.xml,Charter of Luitan I,kaw-Latn,,350,6,4,1,1,0.167,hyaṁ,True,False,False
DHARMA_INSIDENKLurah.xml,Lurah (E. 14),unknown,,138,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKMadhawapura.xml,Madhawapura (13th c. CE),kaw-Latn,,551,3,1,1,1,0.333,hyaṁ,True,False,False
DHARMA_INSIDENKMalenga.xml,Malenga,kaw-Latn,,609,6,5,1,0,0.167,hyaṁ,True,False,False
DHARMA_INSIDENKMamali.xml,The Polengan plates: Mamali Charter (800 Śaka),kaw-Latn,,269,5,3,1,1,0.2,hyaṁ,True,False,False
DHARMA_INSIDENKManahimanuk.xml,Manah i Manuk Charter (1350–1356 CE),kaw-Latn,,760,6,3,2,1,0.333,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKManjusrigerha.xml,Manjusrigerha (792 CE),omy-Latn,,139,4,3,1,0,0.25,hyaṁ,True,False,False
DHARMA_INSIDENKMantyasihI.xml,The Charter of Mantyasih I,kaw-Latn,,1655,11,7,1,3,0.091,hyaṁ,True,False,False
DHARMA_INSIDENKMantyasihII.xml,"Mantyasih II (829 Śaka, 907-04-11)",kaw-Latn,,117,4,2,1,1,0.25,hyang,True,False,False
DHARMA_INSIDENKMantyasihIII.xml,The Charter of Mantyasih III,kaw-Latn,,839,1,0,1,0,1.0,hyaṁ,True,False,False
DHARMA_INSIDENKMaribong.xml,The Maribong Charter of Wisnuwardhana (1170 Śaka),kaw-Latn,,73,7,6,1,0,0.143,wuku,False,False,True
DHARMA_INSIDENKMarinci_I.xml,Marinci I,kaw-Latn,,114,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKMarinci_II.xml,Marinci II,kaw-Latn,,104,2,2,0,0,0.0,,False,False,False
DHARMA_INSIDENKMarsemu.xml,"Marsemu charter, ca. 875 CE",kaw-Latn,,51,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKMasahar.xml,Charter of Masahar (852 Śaka),kaw-Latn,,1893,14,8,3,3,0.214,maṅhuri|panumbas|hyaṁ,True,True,False
DHARMA_INSIDENKMpuMano.xml,Mpu Mano,kaw-Latn,,200,7,5,1,1,0.143,hyaṁ,True,False,False
DHARMA_INSIDENKMula-Malurung.xml,Mula-Malurung,kaw-Latn,,2325,11,8,2,1,0.182,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKMunduan.xml,Munduan,kaw-Latn,,291,4,3,1,0,0.25,hyaṁ,True,False,False
DHARMA_INSIDENKMunggut.xml,Munggut charter (944 Śaka),kaw-Latn,,1112,14,9,4,1,0.286,maṅhuri|hyang|karāman|hyaṁ,True,True,False
DHARMA_INSIDENKNarasinghanagara.xml,Narasinghanagara,kaw-Latn,,384,6,3,2,1,0.333,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKNgadoman.xml,Ngadoman,kaw-Latn,,92,2,2,0,0,0.0,,False,False,False
DHARMA_INSIDENKNglumbangDungik.xml,Stone from Nglumbang Dungik (9th-10th c. CE),san-Latn,,24,1,0,1,0,1.0,hyaṁ,True,False,False
DHARMA_INSIDENKPabanyolan.xml,The Comedy (,kaw-Latn,,193,1,0,1,0,1.0,hyaṁ,True,False,False
DHARMA_INSIDENKPadingding.xml,"Stray plate of a foundation bordering on Paḍiṅḍiṅ, Paṅeran and Pajənvan (14th c. CE)",kaw-Latn,,278,0,0,0,0,0,,False,False,False
DHARMA_INSIDENKPaguhan.xml,Paguhan,kaw-Latn,,101,2,2,0,0,0.0,,False,False,False
DHARMA_INSIDENKPakisWetan.xml,The Pakis Wetan Charter of Kertanagara (1188 Śaka),kaw-Latn,,130,8,6,2,0,0.25,maṅhuri|wuku,False,True,True
DHARMA_INSIDENKPalebuhan.xml,Palebuhan,kaw-Latn,,277,8,6,1,1,0.125,hyaṁ,True,False,False
DHARMA_INSIDENKPalepangan.xml,Palepangan charter (828 Śaka),kaw-Latn,,386,5,4,0,1,0.0,,False,False,False
DHARMA_INSIDENKPamintihan.xml,The Pamintihan charter,kaw-Latn,,703,8,6,1,1,0.125,hyaṁ,True,False,False
DHARMA_INSIDENKPananggaran.xml,Pananggaran (791 Śaka),kaw-Latn,,90,4,3,1,0,0.25,hyaṁ,True,False,False
DHARMA_INSIDENKPanggumulanA.xml,The Charter of Panggumulan,unknown,,2037,9,6,2,1,0.222,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKPanunggalan.xml,"Panunggalan charter (818 Śaka, 896-08-15 CE)",kaw-Latn,,230,5,4,1,0,0.2,hyaṁ,True,False,False
DHARMA_INSIDENKParablyan.xml,Parablyan (between 1177 and 1208 Śaka),kaw-Latn,,256,4,2,2,0,0.5,maṅhuri|hyaṁ,True,True,False
DHARMA_INSIDENKParhyangan.xml,Parhyangan,kaw-Latn,,100,1,0,0,1,0.0,,False,False,False
DHARMA_INSIDENKParung_I.xml,Parung I,kaw-Latn,,161,2,0,2,0,1.0,karāman|hyaṁ,True,False,False
DHARMA_INSIDENKParung_II.xml,Parung II,kaw-Latn,,129,2,0,2,0,1.0,karāman|hyaṁ,True,False,False
DHARMA_INSIDENKPasanggrahan.xml,Pasanggrahan (ca. 900-910),kaw-Latn,,449,2,1,0,1,0.0,,False,False,False
DHARMA_INSIDENKPatapan.xml,Patapan I,kaw-Latn,,85,1,0,1,0,1.0,hyaṁ,True,False,False
