ann_id,source_file,sentence_text,auto_mention_types,auto_keywords,ann_is_archaeological,ann_correct_types,ann_notes
ANN0011,paras_1459.txt,"Jaars dicterende ten principalen, de gro en wonderlijke veranderingen ao vo leden in dat coningrijk voorgevallen veroorsaackt door de sieckte vande coningh, vermits verscheijde grooten o de croon toelagen, en onder de welck wel 't sterckste eenen moonxi g'adom teerde, soon des conings ijverde, gestijft werdende door den groten minister van staat constantin phaulcan, dogh ra te de eerste seer schielijk en d' ander lange tijt gevangen geseten hebbende aen een rampsaligh eijnde: wanneer de 2 broeders van den coningh elck in't bijsonder de croon pretendeerden maar wierden vercloeckt gevangen genomen, en buijten de stadt livo in een pagode met sandelhoute stokken dootgeslagen; na 't welcke den coningh maar twee dagen leefde, en op den 11e Julij passado in't 55e Jaar sijns onderdoms aan de watersught quam te overlijd na dat hij 'd' siamse rijck hadde geregeelt ruijm een en dertigh Jaren, alsoo plaat makende voor sijn swager en schoon 15e _o 15e do vader pitcatjaij, die sigh op 1 augo daer aanvolgende als coningh had laten croonen, gelijk dat alles circumstanter in ons aancomend brieffn van siam bij een relaas can werden b'ooght. 16e do verschijnt te deser rhede van andragirij de chaloup de leeuw met schrijvens van 't pl hooft Ir Jan heij en den raadt de dato 4e deser continerende ten princi palen een cort verhael op wat prysen de lijwaten waren gestelt en hoedanig vernegotieert wierden wij bequamen nu 409. ¾ l Japans gewight, sijnde 350 an dragirise teijlen gout, ter monture (ne vens 't gene de besettelingen op reecq: was verstreckt, en eenige weijnige beschadigde goederen, mitsgaders vaet wercken) van f 22455. 14. 14. en sagen, op 't spoedigste te gemoet, soda nigh guinees brede, halve br: sm: bastas cannekijns, sucretans rode parcallen rode bethillis gebt: dos salemps gebte en bl: en voorts sodanige goederen als. we haar geliefden te senden, alsoo daar vader van",MONUMENT,pagode,,,
ANN0012,paras_1341.txt,"Persia en zalhet ned: hier vooren inde Zouranse man oocq al gebleken wesen, dat wy voor beyde de dinerctien: aangelegt en over Ceylonsa derbaarts aangesonden hebben de schepen Coeverder en china Jnwelcq laaste voor persia gescheept is. 9055: lb: Netto gewigt gariossel nagelen 25050: lb zuijver gewigt versche rompen 12623: lbr Pataviase poeyerzuijcker, zonder dat ren met conden magtigh werden, want dewijle de oost tegenwoordigh geenpoeyer zuyjcker uijtgeesft zoo moet de Bataviase consumnie uijt eygen gewasch gevonden werden, zynde derhalven vano onvermogen bijdige advertentie naar bengalenig 11300 lb gesorteerde benjuyn Baros voorts weynig medicamenten en provisien tesamen ten bedragen van f 19528:12:14. ene dit is het al geweest wat wij vermogens waren op den provisioneler eysch van hier teconnen versorgen sulx daar 500000: lb peper off van hier off van mallabaar te voldoen, dat hier jn ons vermogen niet was want wy niet meer als 50 pls by de packhuyjsen over hebben voor de consumtie. 850: kisten poegen zuijcker die, als gesecht niet te crygen zijn geweest,; en mipas zoo veel alsmen voor het dagelix gebruijcq van noden heefft. 500: kisten Candi zuijcker 1000: stux Torequinsie pelangs die jonst vandaar gevordert zijn Persia daar aan nogh gebraeg. 5000: lb nagelen om dat uyt onsen voorraat jndere partice den vollen eysch niet is connen ver allen, ten aansien uijt amboina maar 65000 lb: jnplaats vande geconjertureerde 5 â 600 G Eb:a volgens de amboinse adrijsen des verleden jaars dit raysoen waren toegecomen aan nogh 300 lb",MONUMENT,Candi,,,
ANN0013,paras_1068.txt,"Incoop 7 riaelen t: 100 sijne clapmutsen dit Jaer vcocht 3 pag d' corg wel getrocken - - - - - - 3½ rd t 100 sx ¼ ditos - - - - - - - -  —  1¼ fas t corg voor die prijs wel begeert. . . 6½ res t 100. fruijtschalen. . . . 2 pag d' corg wel begeert - . . . 5 en 6 ren t' 100 gedructe copkens. . . . . 3 pag d'corg 2 pagd' corge redel getrocken. . . . . 6½ ren te 100 botterschotels redelijk getrocken. . . . . 1½ ren 1 100 copkens met voetgens. . . 1½ en 2 pag d' cors wel begeert alwaer . 3 ren t' 100. warmoes coppen daer onder enige groone root verlact met opstaen canten als oock een slach ditos wat grooten ende sinder. . 12 fal tot 1 pags. corge 1 aen 1 stuck fijne groote schootels. . 35 a 40 pagd corg 5½ ren de 10 stx ½ ditos. . . . . . . . . . 20 a 24 pad' corg 4 ren de 10 stx 1/3 ditos 15 a 16 pa d' corg 3 ren d' 10 stx ¼ ditos . . . . . . . . 7 a 8 pad' corg pimpelkens niet begeert 1½ een stuck hijne groote cannen holle, hoe grooter effende opstaende van canten ende schoone schilderij hoe beter begeert - - - - - - - . 3: a. 4 pa: t stuck 19 ren t' 100. groote groone schootels. 7: a 8 pa: d' corge . . 6 ren t' 100  ½ groone ditos. . . . . . . 4: a 4½ pad' corg can niet te veel comen. . 17ren t:1000  ¼ ditos ofte schaffbax - - - - 1½: a 2 pa d' cooh 11¼ fas wel getrocken - - . . 3½ en t 100 sausieren - - - - - - - - - - Nota dat alle dese porcel op voors prijs in onsen tijt soo sijn vercocht, doch apperent met de comste vand' enge sen ^ verhoogen sal Loot van 20 tot 24 pag de candi vermilioen 30 page de man — cannen redel. getrocken redel. getrocken wel getrocken redel getrocken een groote quantiteijt",MONUMENT,candi,,,
ANN0014,paras_1067.txt,"Im Candi suijcker ende Corcuma sal mede ordre gegeven worden, als oock op den Sanguij draconi OP het geruchte van Engelandt loopende sal wel gedocht worden, ende sullen de Mollucq, Anboijna, ende banda, van schepen ende andersints oock behoorlijck versorcht houden, Op avontiere off bij geval opt onversients door d'engels oft andre een tocht gedaen wierde.",MONUMENT,Candi,,,
ANN0015,paras_1105.txt,"Goede gelegentheijt wij hebben geduurende onde voyagie geen ofte weynich siecken gehadt, daer toe seer heeft geholpen de verversinghe (die aen) Bancka ende d'eijlanden van Lado hebben genooten inde Vloote sijn geweest omtrent de 8 a 9' dooden, de Jachten altsam en sijn tegenwoordich well versien, ende zullen desen tocht, ende den anderen om de noort well connen wthonden, wt genoomen t Jacht de Salm dat sall dienen wat versien, doch sullent int vaerwater Connen becoomen Dadelijk sijn affgecoomen die geene die naer Jambij gesonden waren, omme de gelegentheijt ende goetvinden vande E Daniel Tresel, op onse - propositie te verneemen, Rapporteeren dat t' Jacht Brouckerhaven met eenige peper aff gedepescheert was ons naer beneden te Comen &n dese goederen ende volck over te comen, ende daer mede naer Battavia te Heeren, den Lieven Godt geve in salvo mogen arriveeren Ende hebben derhalven geresolveert dadelons ancker te Lichten, ende onse voijagie met Godeshulpe aen te vangen, ende onsen wech ende passag te nemen, binnen door de straedte van Sabon ende Cincque pura, nae de eylanden van puloe tijmon en Lasar, om te verneemen ende ons te Informeeren van des vijants Constitutie, ende waer de Armade ende dienvolgende ons naerder te Regulen hem is onthoudende in Ons voorder reffererende aen t Tappat van de Hr. vise Commendeur Lieve douwesen, die hare Ede. naerder sall connen onderrechten, alsoo de voornomde vice Commandeur bij sijne verlossinge persisteeren, soo is achtervolgende hare Ede Commissie Instructie ende missive wederom inder selver plaatse getreden, ende neffens ons geauthoriseert de Balthaser Wijntgiens, den Luven Godtgeve dat alles merch gedien tot voordeel ende proffijt ende e geett succes van onse vopagie De Constitutie ende wesen van 't Comptoir Janvij hebber de heere bij Loff in goeden standt, ende 't volcq In tamelijk dispositie gevonden, hier Lach— voor de Reviere een engelsschip de William genaemt, dat peper Laade een Jacht was Boven, sij meunden in 2 weecken ofte weijnich meer hare ladinge ten deelen oft meest te hebben, vermits twater seer was gewassen, dat wij behoopen de onse oock sall dienen connen, wij hadden — verhoopt, dat wij met wat meerder genegentheijdt gelijck alst well behoorde ter wijle wij op Jambij ofte voorde Reviere sij geweest beiegent ende gerespecteert souden geworden zijn, maer willen sulcx als d'oorsaecke de fortuinae toe schrijven, die ons niet Beters heeft willen verleenen; ende verhoopen hier naer Beeter Jan111",MONUMENT,pura,,,
ANN0016,paras_1229.txt,"8e: Augusti 1659. 214 1/12 lb schilfpatshoorn, alles 't sedert ons aenwesen ingesamelt ende getrocqueert costende gelijck de ingeslotene facture uijt wijst een somme van 28214, 11, Tot besluijt soo blijven h: Edns mede in beleeftheijdt indachticht, dat onder onsen couverte mede gaen een pacquet Castiliaensche brieven geteeckent lra C: ons door den prins Craingh Crongro (om di volgens opschrift haers weghs te laten gaen,) te handt gestelt, gelijck mede hier bij een missive van d'Engelsche vrunden (met de letter B: gemerckt) ten eijnde als boven is g'encloseert Waer mede dan Ede.",INSCRIPTION,opschrift,,,
ANN0017,paras_1239.txt,"casje den schipper ter met opschrift aen d'Ede: hren bewintheb:r/ apart versegelt den schipper behandicht, N:o 9 Copia brieff door d' hr van Goens 9e novembr 1662: uijt Coijlangh nae batavia. — In een langhwerpigh/ Caerte der stadt en revier van Coetchijn afbeeldingh der stadt Coetchijn ao 1660: — hantgestelt get:t No 10: Caerte der landen hier omtrent Coetchijn 11: factura van 't geladene Jn d' maijboom 12: Cognoissement van tselve.",INSCRIPTION,opschrift,,,
ANN0018,paras_1358.txt,"Voorts wert in Raade geopent 't besloten Testament verleden, bij den Eerw: predikant Christoffel Stevense zal:r de dato 7. ' — Novemb. r. 1679. sijnde 't opschrift behoorlijk bevonden, welke - Christoffel stevens gelesen wesende, soo is 't selve voor valide aangesien, en dienvolgende g'approbeert, nogtans met dien verstaende, dat de gelegateerde 200: rx: aan de gereformeerde kerke tot maastrigt beert wert. door d'heeren Weesmeesteren alhier, na usantie, sullen overgemaakt werden; Eijndelijk gesprooken sijnde vande formaliteijt van de Victorie, die tegen toekomende donderdag, na 't eijndigen vande predicatie sal gehouden werden, soo is beslooten dat de publicatie van de Ureede morgen in behoorlijkke forma— sal gepubliceert werden, en voorts ten dage voorn:t— des avonts ontrent vijff uijren al d' clokken sullen beginderdag. — nen te luijden, tot soo lange 't canon gelost, en d' vreugde — vuuren aangesteeken sullen sijn, en sal 't geschut ten- oop lutie &e. van zalr. van Rin",INSCRIPTION,opschrift,,,
ANN0019,paras_1392.txt,"Comt de huijsvrouwe vanden gewesene jnlands schoolm:r bastiaan taijdij jn rade, en versoekt Egtscheijdinge, dat haer toegestaen 5en  zijn nogh wacker doende op macq:, met 'tuijtroeyen der specerijbomen, en komt vandaar weder te rugge de chialoep malacco. . . .  72 6n  de agtergehaelde goederen vanden Jongst gestraften van oubij, werden jnt openbaar door de raad van justitie verkoght - - - - - - . . . . - 8en  de chirloep malacca vertrekt naer macq: om kalcq. - - - - - . - . . . .- . . - .  bekendmakinge vanden thidorees gen:t kedagh, aanden H:r gouvr wegens specerijbomen op motier - - - - - - - - -  - - - - - 9en  de ternataansche groten bekomt een brieff vanden thidoresen koningh -73 . . . .  beveeld den H:r gouv:r hun; deselve te beantwoorden - - - - - - -  - - - - - - - - -  21: stucx nagelbomen omgeveld - - - - - - - - - - - - - -  - - - - - - 10en den gouvr behandicht aanden Rigter der ternatanen, een silver signetringh met 's Comp:s merck daar op gegraveerd - - -  74: . . . . -  den batsiansen afgesant Caitchila verschijnd alhier p:r prauw, aen desselfs versoek - - - - - - - - - - - - - - -  - - - - - . . . . . .  de tweede aancondinge aande pretendenten, vande agtergehaalde 11en de pretendenten van gemelde goederen verschijnen jn raden. . . . . . . . . . . - - - - .  de thidorese gesanten komen weder bijden h:r gouvr. . . . . . . . . . . . 12en  de gemelde gesanten, vertrecken weder te rugge. . . . . . . .  76 . . . . .  92: rxrs en 44: stuijvers over jnkoop van kalck uijt Cassa geteld. . . . . . . . 13en de chialoep Malacca komt van macq: te rugge. . . . . .  77 14n de fluijt soestdijck vertreckt naer jelolo, om kalcq - - - - - . . . - 15en  28: stucx vrugtdragende nagelbomen, op ternaten uijtgeroeijd - - - - - goederen van oubij - - - - - - - - - - - - - - -  75 beckenslagh bekend gemaekt - - - - - - - - - ros  71werd - - - - - - - - - - - - - - - - - - - - - - -  - - - - -",INSCRIPTION,gegraveerd,,,
ANN0020,paras_1068.txt,"Dewelcke den voorn Dierick Leenderts verclaerde te houden aen Runalaha Sabasyn, Stadthouwder van wegen den Coningh van Ternate op Loue, ende Cambella, gelijck het selve soo de Spaensche inscriptie, als de tytels van illustrissimo, ende doorluchtige te kennen geven, ende de voorn Kimalaha ofte om beter te seggen de Conningh van Tarnate noijt de voorighe tytels noch oock eenich recht op de Landen ende Eylanden van Amboyna gehadt heeft, ende d voorn tijtel van Gouverneur over w Eylanden in niemandt anders, als die gene die van wegen de hooge Mog: Heeren Staten & aldaer gecommandeert hebben, es bekent geweest.) Soo est dat de Heer Generael, ende de presente Raeden overwoogen hebbende de consequentien die hier uijt souden mogen ontstaen, als off met de selffde tytels de voorn kimalaha uijten naeme van Coningh van Ternate eenige Anctoriteyt, ende preminentie geredeert, en geemologeert mochte wesen dewelcke door de Ternatieren, ende andere Mooren net als al to veel van haer selven wert gearrogeert , Waeruijt oock de voorn naem sullen commen te besluijten, hoe cleene wetenschap haere hoge Mogentheden, mitsgaders syne princelycke Exce. van haer eygen saecken alhier zyn hebbende, Oemme dese, ende andere redenen meer goetgevonden hebben, de voorverhaelde twee missiven op te houden, ende de heeren Mrs aviseren datse haere mo gentheden en zijne princelycke Excie. van haere macht, Authoriteijt en recht over dese Exlanden beter willen informeren.",INSCRIPTION,inscriptie,,,
ANN0021,paras_1381.txt,"Pr augo ontffn Geene te contenteeren en genoegen te geven, die hier willen comen, om hem te dienen en tot verseeckeringh van dit soo heeft zyn zegel in — dese jegenwoordichen (brieff gestelt) gelyck hij Inde eerste gedaan heeft, en van vat natie een soldaat oock zij, hij sal wellecom wesen het opschrift hielt aen eenen nicola hacar op de Boom bescheijden Het derde luijt als volgt. uijt Turtiassa L: S. als vooren— Wessrs d' Eerste die desen brieff zal lesen sal daar uijt Leeren, dat de gouverneurs van Curtiassa staan tegaan met 10000. man zoo maccassaren, bailiers, als Javaanen de gene, die zich hier willen— vervoegen bi den coninck, zullen goet quartier hebben maar degene, die in dienst vande hollaeders— zullen blijven, zullen geen quartier hebben — het opschrift hield aan eenen Alardt tot bantam Inde Nederlantse tale Den seer vrindelycke groetenisse zy gesz aanden heelen Treijn van bantam, vande oostjndische compe alle de geene die genegen zijn om overtecoomen die komt maar vry aen, want hy sall vrindelycke vellekom geketen worden, want het is hierwel te wesen, en daar wort ons hier geen Leet gedaan, en EEen en drincken genoegh, en je hoeft niet bangk te wesen als datje hoeft te comen, vorders en weet ick niet te schryven, als ick wensch vl altesamen hondert goede nackt Onderstont 31 Julij hier gearriveert. saturdagh",INSCRIPTION,opschrift,,,
ANN0022,paras_1198.txt,"bn 2 170 mondelinge te confereren, brengende met u herwaerts aen alle sodane personen, als vermeijnt, dat ons jnde zaken, der Jhamauwesz, mitsgaders in dat van Radja Touaha noch eenige naerder bericht souden doen mogen, maer, aen ul vertreck, eenigh het minste verles sijnde gelegen, sult daer te blijven hebben, ende ons die gene, wie daer noch uijtvinden mooght, neffens ul aple advijses laten toecomen wanneer ul ons schrijft, als wij hier aen het Casteel sijn, ofte dat verneemt d' Here Gouvernr elders bij ons is, soo subt, onvermindert d'ordre die wij ul voor desen thebben gegeven, &ne door desen noch confirmeren, d' opschriften van ul brieven beijde aen ons ende d' Heere Gouvernr consigneren, den oock ul schrijven, daer naer dirigeren, — alsoo zijn gedachte EE die dere buyten twijffel toecomt ende wij hem dan oock het minste hoijs niet in vercorten — willen, ofte gedogen, door een ander gedaen te werden; Bij ons hier nu onder verscheijde andere zaken den dienst van Generale Compe aengaende, oock specialj gelet sijnde, opde veelheijt der officeeren, waer mede de Comp hier rechtevoort in verscheijde qualiteijten is versien tot haren dienst wel nodie onder anderen oock ver van Capn luijtent can gefolereert wer laeten voorstaen redelijcke Here die al vrij hoger comen te loven dan als gemeijnt wert, detul qualiteijt tgeodegtl. soo hebben dan Begr ontans quartieren vanden",INSCRIPTION,opschriften,,,
ANN0023,paras_1453.txt,"Van toncquin den 18' Januarij 1689. — generael den conincq in 't aanstaande met eenige barnsteen geliefde te versien, omtrent hoog gedagte sijn Edlet te versoecken, datse jmmers hoog root en kelder van coleur mogt zijn, want den coning— zeijden zij schrijvers, sigh met een weinighe— dat goet is, ende vereijste coleur, heeft vrij meer gecontenteert zal houden, als met een — groote quantiteijt waar onder eenige miterdeuse stucken mogte sijn, In eenigh gevogelte van Loeris en kakatoes zoude zijn majesteijt mede wel genegentheijt hebbe maar hadt sulx niet hart aengebonden te recommanderen. — Doe nu op den 20. e der afgeweecke maant aen't gouvernement Hier quam en mijn aescheijt vanden — Gouverneur aldaar gingh nemen, wiert van dien heer jnder minne met spijs en dranck op die lants wijse getracteert, Edogh na dat 'er eenige discoersen van geen belangh ominden desen aan te halen waren gepasseert, versogt zijn E. instantelijk off wij met onseparesse tot batavia uijt zijnen naem aenden Edelen heer Gouverneur generael en de Edele heeren Raden van jndia wilde versoecken dat in toecomende met twee merrij voolens moght werde versien, dogh vande grootste caste om deselvige te laten voort telen, aengesien de engelse zijn E. ao 1681. een groote hengst van bantam hebbe gebragt, die ons nog vertoonde, onder belofte 't costende daar voor gaarn te willen betalen, en dewijl dien heer d' E:comp:e zeer genoegen is, en omtrent den coning veel vermagh heb niet derven nalaten dit zijn versoeck uw Hoogh Edelhedens te communiceren, oock stelde zijn E. mij ter handt een packie en een Doosje omvolgens de opschriften aen twee Chineese— nagkodessen",INSCRIPTION,opschriften,,,
ANN0024,paras_1403.txt,"Van Sumatras Wt Cust den 1e aug: 1684: benevens de afschriften der brieven van Cabo de boa Esperance, Coetchin ende gale aan ons gesz: mitsgaders een pacquet aan haar hoog Ede houdende, Jtem 3. dos met arabise opschriften, ende verders zoodanige papieren meer, als 't gem: appart Register zal vertoonen, aan welck een: en: ander ons dan verder gedragen, zijnde dit waarlijck een alte kostelijck ende te lastig varen ende handelen voor d' E: Comp:, ende 't mijnwerck van tot sleger slegter verwagtinge, ende gevolgelijck niet alleen geen meer slaven behoudende, maar oock Reets veel meer hebbende, als benodigt zijn, te wenschen zijnde dat op't Rapport van wijlen Den heer berghopman benjamin Olitsz: de dispositie en Resolutie der heeren Majores, ende u Edle hoog agtb: ordre aan ons al ware gevolgt, om ons in dit bekommerlijck werck nader na te mogen reguleren, ende den dienst der E: Comp:e met geruster herten te Connen ende te durven bevorderen, ende bevoordeelingen. zijnde tot gale den opperstuurman willem vermeij tot prov: schipper op approbatie van haar hoog Eden gestelt, ende die wij oock voor een nugter ende bequaam man houden, maar verklaart hij van den gehouden slaven handel van den schipper en Commijs niets te weten, nog daarvan de minste kennisse niet te hebben, nog door hun aan hem gedaan te zijn, ende is den boeckhouder tot Coetchin op 't schip gestelt, hier sieck aangekomen, ende weijnig dagen daaraan, als mede den opperstuurman, tot gale daarop gestelt, overleden, werdende. de loopende scheeps boecken gehouden bij den ondercoopman Constantin butter, ende houden de geslotene dos al van Coetchin na batavia zijn versonden; gaande den Madagascarsen slaaf genaamt Ijsack, ende voor tolck van de Caap mede gegeven, nu met dese hoecker over, maar deselve heeft volgens verklaring van den schipper Abraham Malot niet Connen Jnnemen d' 12. hal: leg: met aloua. door do overleden vrunden van hooger geeft aan 't Eijlandt Jucatori voor d E: Comp:e tot een quantiteijt van 6125: lb: ingekogt, ende hebben wij 't meer gemelte Jagt hier aangehouden, om zoodanige",INSCRIPTION,opschriften,,,
ANN0025,paras_1440.txt,"Van Siam onder dato primo November 1687. haare ontwijffelbaare plightplegingen hebben g'domitteert mitsgaders volgens de voorgemelte E: compe ordre (:als off het eerste geen magh genoegh had overd' onderdanen — sigh aan boort te begeven vande fregatte Curtanna capn anto weltden, commandr hebbende — sijne majesteijts commissie, ende den selven capn antho Weltden, jn alles de behulpsame hand te bieden, ende te adsisteeren, om satisfactie te mogen bekomen, vanden koning van Siam, voorgeledene affrenten, schaden, ende verliesen, ter oorsaake van sijnen Eersten minister van staat, volgens eene Commissie, geadresseert aanden selven Capn— weltder, van sijne majesteijt van Engelant dewelcke hem gebiedt, de ordres te volgen, die — hen door ons sullen werden gegeven, van waar het vorders komt tot een protest, tegens de gene— die sig daer tegens opposeeren, ende waar uijt de — werelt magt oordeelen, wegens de jntentien— der E. compe en haare Dienaaren, het tweede en derde papier 't zaamen gevoegt, haer opschrift was alduus,  Eijschen ofte pretentien tegens den — koning van Siam, mitsgaders declaratie van repusaille hoewel den voorn: gouvernr den oorlogh allang te vooren gedeclareert had, (als blijckt bij haaren brieff aanden Francen Directeur tot puddicherrij — en hoe gantsch ongerymt haare pretentien (inde voorgemelte papieren tot mergen overgelevert zijn — (bestaande onder voorgevinge van geledene affronten, schaden, ende verliesen) behoeft geen andere verklaringe als den Gouverneur en Raadt vant fort st Glorge selve doen, van eene van sijne — maijesteijts ministers, in eene missive gedateert den 4' Junij 1686. , dewelke handelt van 't verplaatsen van hare Logie, segt dat gene twelcq sij tegenwoordig soo qualijck van sijne Exellentie opnemen is 't naar huijssenden van Aubonij den jnterlooper vol geladen, ofte ten minsten van hem sulcx —",INSCRIPTION,opschrift,,,
ANN0026,paras_1380.txt,"uijt 't veltleger onder d' Capn Hartsincg ond dt 21 april 1682 ontfangen tot batavia den 26 april 1682 Pr. den lantmeeter cornelis doornick des namiddagh — voorn: plaats niet winnen alsmen maar aende — oversyde ons voeten vast setten, soo ben wij dan dickter bij derhandt, dese reden heb Ick ontrent ons velt overten 2 a 3 maalen voorgedragen maar — zijn E. heeft daar van stil geswegen daarom — keere Ick mits desen seer Ootmoedelick u Ede— waarts, dese mijne geringen sentiment voor te dragen, met Reverentlijck versoeck, soo u E. — Edle Ho: a: eenigsints dit goetvinden mijne dienst Reverentlyck presenteert om vooruyt te mogen vaaren, als maar mij met vaartuijgen mack versien worden daar bij eenige nederlanders tot mijn versterckingh, dan Hoope Jck met godes zegeningen revengie te haalen over mijn geleden schaaden voor al om mijn schanden te bedecken, Eyndelyck soo bidde Ick wanneer dits omtrent u Ed:e H: a: niet connen goetvinden dat dan mijne Persoon — goetjongstiglyck gelieven te pardonneeren Einde Onderstont den 21 april ao 1682. is desen brieff geschreven was geteekent dain mattara — Lagerstont desen mijn schryven bij aldien— aengenaem off niet jck reverentlijk my in't geheel in u Eds goede discretie opschrift stont desen brieff van dan matara aen den Gouvernr Generael Pr sergiant panjang Batavia aen d' Edle Hr.",INSCRIPTION,opschrift,,,
ANN0027,paras_1343.txt,"aerd bodem. geheele werelt, dien welcken seer vernoegt was daer uijt te verstaen, dat de officieren in 't Casteel Colombo (:onder sijn opsicht staende :) bij goetleven, en gesontht waeren, en oock den hver gouverneur, voor wien de geschencken, en Eerteeckenen vervaerdicht sijn, om met eeniche hoofden die vaerdich staen, en afscheijt bekomen hebben, om tegensondach den 11e deser maene (:sijnde den 21en maij:) een dach a 2: onbegreepen, af te gaen, en aldaer over te geven, om 'tselve geschiet sijnde, in't retourneeren de presenten en geschencken die op sitavaecke sijn, van daer hier te brengen, de reedenen waeromme tot noch daermede getardeert zijns, om dat sijn maij:t te geljk wilde Expedieeren, en met genoegen afsenden, de persoonen, die met de brieven, geschencken, en om andere diensten hiergecomen sijn, en oock met eenende blancken, die rocken, en broecken dragen, op arandore gevangen, en hier noch sijn, die met de gem: hoofden sullen werden afgesonden, van welcken dach harer vertreck, en— wanneer aldaer aen te komen, staen, wij uE: nader advijs sullen geven, desen woensdach sijnde den 8e deser mine wissachmaha (:sijnde 18e maij:) sijn deese twee maijoraels, en andere die van daer herwaerts— gesonden sijn, voor sijn maijt geparresst wanneer wij dit bevel van sijn maijt met eerbiedigheijt op onse hoofden hebben ontfangen, om dese maijoraels met dit teecken aftesenden (:onderstont:) de grooten, vanthof, die de minste onderdan en sijn vande dispence van godt onsen heere die afkomstich is van de sonne. — het binnenste opschrift der ola was— Aen den officier die komt, en in Zituvaecke is met de presenten en geschencken voor godt onsen heere die een heere is van den geheelen het buijten opschrift op een apart ooltjeen was. — Aenden Capn , en hooft op Sitavaecke. — het zegel waermede dese ola was toegemaeckt was",INSCRIPTION,opschrift,,,
ANN0028,paras_1230.txt,"verset geweest gelyck de acte aen syn E: gepasseert myn Insiehten connen getuijgen, dewelcke soo u Ed: die gelieven te doen resumeren, sodanigh ende niet onfatsoenelick sullen vinden, my hebbende laten voorstaen dat een goet soldaeten Capitael hooft officier, in sulcken geval buyten verbant dienende, wel wat monht werden geanineert ende de verbeteringe die hy 16 maenden te voren van uEd ontfangen hadde, al verdient was. de acte aenden Coopman ooms verleent is op sin Iteratif versoeck geschiet, hebbende (als sijn brieven van Tutucoryn getuygen) my sonder ophouden, mits vyff Jaren nae syn tyts expiratie, om syn verlossingh na batavia aengehouden, al ten tyde dat ick noch op Jaffenapatam was, ene also ick niemand had hem te vervangen, hebbe hem aldus (als men seyt, een appel om mede te spelen gegeven, hem in d'opschriften van myn brieven tsitulerende oppercoopman, om waer van nu een acte te hebben, hy my op syn versoeck niet ongequelt liet, des hem op uEd: approbatie een verleent hebbe, sonder eenige verhogingh, en dienvolgens buyten eenige schade van d' E: compe d'ondercoopman valckenburch heeft noyt acte van my gehadt, maer is ten dienste vande E: Compe en noch naermaels verstaen, hem niet minder dan syn anticesseur te intituleren, om't aensien onder de parruas niet te verminderen, die haer daer aen lichtel. vergapen, voerende de naem van Capitein, ende waerom mits desen versoecke, dat het uEd: goede gelieven mocht zyn, hem onder dien tytul niet alleen te continueren, maer de gagie die daertoe staet te vergunnen, hebbende geen mindergaven, en meer trouwe aend' E: Compe bewesen, dan Jacob van Ree zynde met denselven gelyck voor ondercoopman in nieu verbant getreden, van vyf Jaren, ene heeft valckenburch",INSCRIPTION,opschriften,,,
ANN0029,paras_1348.txt,"Chaijlen 14½ maes gesmolten gout van 108 Condrijn ijder toetsende 22 Caraet waer onder alleen 10251514 mt van plo chinco en tesamen in een met rottang omwonden wel versegelt kisje gemt E met het opschrift vande qualiteijt, besloten. 881. bhaeren netto peper met 2½ lb op ijder weegsel boven d' balance uijtslag, waer onder 660 1/8 lb brutto, sonder eenigen uijtslag in 13 stx: met's Comp:s chiap verzegelde stro sacken om Costij nagewogen te werden 16900. lb. tweederleijsoort benzuijt in 63 kisten met damak van baros becomen 164. lb Camphur Cooop, priaman als hier genegotieert, 30. kannen Camphur olij, in een kelder van baros als boven gesonden: — 40. halve aemen klappus olij in 20 heele, tesamen ter — monture van f10106082 benevens dan nog 3 snaphaenen, en eenige onbequaeme bassen, kamers, vierkantse schoppen, nagt glasen, anckertjens, dregen, etc:a gelijck sulx de factuura en Cognoissement uw wel Ed: g'a: naeckter sullen connen verthoonen, en waer voor — gedienstelijk versoecken dat dese Commanderije inde generaele hooft Comptoirs boecken mag gecrediteert insgelijcx hier in tegendeel oock sal gedaen werden, en nogh wenschen daer nevens oock met  sommige gereetschappen dreggen etca voor onse arbeijders en Chialoupen boven tgeene reets becomen hebben, volgens 't memorie eijschjen no 26 te mogen erlangen. nog hebben wij op haer versoecken, door tijts Expiratie sieckte, als ander insigten, verlost d' onderstaende pr sonen",INSCRIPTION,opschrift,,,
