volume,year,paragraph_idx,page_est,category,subcategory,description,matched_text,captured_value,depth_m,cooccurrence,cooccurrence_count,context
OV_1924,1924,587,0,depth,meter,op een diepte van X,op een diepte van 0 ,0,0.0,depth+material,2,Den Ssten werden in den Noordhoek van dezen Oostelqken voorsprong zeven aardewerk-potten gevonden op een diepte van 0 80 M. en alle onderstboven bij en op elkaar liggend (plattegrond onder letter B).
OV_1925,1925,371,0,depth,voet,X voet in grond,30 voeten in den grond,30,9.14,depth+location+material,3,1. Een zilvere Indoebeeld voorstellende afgod betoro Wisnoe zittende op de troon op eene lunning de hoogte van 7 Centimeter de breedte van 4 Centimeter gevonden 30 voeten in den grond tgdens uitgraven van een put op Prabanan Residentie Djokdjokarta die beeld scb^n voor christus geboorte.
OV_1925,1925,373,0,depth,voet,X voet in grond,20 voeten in den grond,20,6.1,depth+location+material,3,3. Een gouden boede kaloong met soorten van edelgesteentjes gevonden 20 voeten in den grond met bet maken van een put op goenoong Kidool Residentie Djokdjakarta.
OV_1925,1925,374,0,depth,voet,X voet diep,25 voeten onder,25,7.62,depth+location+material,3,"A. Een metalen staande Boedabeeld ter hoogte van \4 Centimeter bij een diameter van 7 Centimeter zi^nde afgod Betoro Goeroe met z^n 8 armen gewapcnd, b9 is de beschermer der goden gevonden 25 voeten onder de begane grond tgdens bet graven van een put te Dorowatie Residentie Soerakarta."
OV_1925,1925,388,0,depth,voet,X voet diep,25 voeten onder,25,7.62,depth+location+site,3,17. Een metalen Boeda klok boogte van 36 Centimeter bg een gemiddelde diameter van 33 Centimeter gevonden 25 voeten onder den beganen grond in de Ruine van Tjandie Tangalan Residentie Djokdjakarta.
OV_1925,1925,713,0,depth,meter,X M onder maaiveld,1.20 M. onder het maaiveld,1.20,1.2,depth+material+site+volcanic,4,"De bg de ontgraving van de Tjandi Tikoes uitkomende grond bestond vol- gens de mededeeling van den Heer de Haan uit laharmateriaal, dat ook het emplacement rondom het bouwwerk in een dikke laag bedekt, zooals b^ het graven van enkele proefsleuven bleek, waarb^ ettelxjke fundeeringen van verdere, eenvou- dige gebouwen werden aangetroffen. een der proefsleuven werd het bundel^e van een of anderen weriunan aangetroffen, bestaande uit een koperen blaadje, waarop enkele werktuigen en gereedschappen l"
OV_1925,1925,923,0,depth,meter,op een diepte van X,op een diepte van 60 ,60,60.0,,1,"In de binnenruimte werd nog een onderzoek ingesteld, of er wellicht onder den vloer voorwerpen verborgen waren; daar echter alle lagen tot op een diepte van 60 c.M. doorloopen, werd van een verder openbreken hiervan afgezien en het gemaakte gat gedicht."
OV_1928,1928,101,0,depth,meter,X.X M diep,1.50 M. diep,1.50,1.5,,1,"Hierbg kwamen tusschen de gewelven, dus boven de scheidingsmuren, twee merkwaardige sleuven van ongeveer 1.50 M. diep aan het licht, foto’s Nos. 9742 en43. De bedoeling van deze sleuven is tot dusver onbekend. Het zijn lange, smalle gleuven met zeer onregelmatige, ruw bekapte wanden. Dit zou een aanwijzing kunnen"
OV_1928,1928,112,0,depth,meter,X.X M diep,4.60 M. diep,4.60,4.6,burial+depth+location,3,"Van den Ass. Resident te Djocja, Dr. Adam, ontvingen we bet bericbt, dat in de desa Pajak bij Pioengan een oude put was gevonden. een bezoek bleek bet een waterput te zgn bestaande uit 7 ringen van witte steen. De put is ongeveer 4.60 M. diep en beeft een diameter van 0.77 M. In boever we bier werhebjk met een ouden put te doen bebben, is moedijk te beoordeelen. De bevolking, die den put belaas op eigen boutje beeft uitgegraven, beweert er niets dan aarde in gevonden te bebben. Of dit inderdaad "
OV_1928,1928,137,0,depth,meter,diepte van X M,diepte van 1.20 M,1.20,1.2,depth+material+site,3,"Tjandi Sari (Tweede kwarlaal). Aan de Noordzijde van het tempelterrein werd een stuk grond afgehuurd voor berging van het af te breken materiaal. Op dlt terrain warden eerst verschillende proefsleuven gegraven en kwamen in den Noord-Oost- en Noord-W^esthoek fraai versierde wadassteenen voor den dag, zoodat al dadelijk de gedachte opkwam, dat ook hier een aantal grafmonumentjes geweest moeten zijn, zooals bg Kedasan het geval is. Echter werd geen enkele steen in verband aangetroffen en het gelukt"
OV_1928,1928,137,0,depth,meter,op een diepte van X,op een diepte van 1.20 M,1.20,1.2,depth+material+site,3,"Tjandi Sari (Tweede kwarlaal). Aan de Noordzijde van het tempelterrein werd een stuk grond afgehuurd voor berging van het af te breken materiaal. Op dlt terrain warden eerst verschillende proefsleuven gegraven en kwamen in den Noord-Oost- en Noord-W^esthoek fraai versierde wadassteenen voor den dag, zoodat al dadelijk de gedachte opkwam, dat ook hier een aantal grafmonumentjes geweest moeten zijn, zooals bg Kedasan het geval is. Echter werd geen enkele steen in verband aangetroffen en het gelukt"
OV_1928,1928,1480,0,depth,meter,X.X M diep,0.68 M. diep,0.68,0.68,depth+dimension+site,3,"Hoogstwaarsch^xilgk hebben we bier dus te doen met de restanien van een tempel. Het is zelfs niet onmogelgk, dat de fundeeringen nog in den grond zitten. Zoodra bet riet geoogst is, bopen we dit nog nader te onderzoeken. Te oordeelen naar de grootte van bet voetstok, dat 0.90 M. in het vierkant en 0.89 M. hoog is, moet het een vrg groote tempel geweest zgn. Het voetstuk is zeer eenvoudig. Enkele vlakke lijsten en ingediepte paneelen maken de eenige versiering uit. Ook de tuit is zeer sober gebou"
OV_1929,1929,263,0,depth,meter,X.X M diep,2.50 M. diep,2.50,2.5,depth+material+site,3,"Hiema volgde het soubasement. In de cella bevond zich een Yoni welke geleidelijk met de lagen is gezakt, daar het stuk te zwaar was om het er uit te lichten. De tjandi heeft een tempelput van 1.90 bij 1.90 M. en is i 2.50 M. diep. Hierin werden, behalve wat ingevallen steenen, twee urnen gevonden, een op 0.50 M. en de andere op 1.00 M. diepte. Zij bleken bij onderzoek ledig te zijn; het deksel der eerste is nog geheel gaaf en werd iets verder dan de urn gevonden, terwijl van het deksel der tweed"
OV_1929,1929,263,0,depth,meter,X.X M diep,1.00 M. diep,1.00,1.0,depth+material+site,3,"Hiema volgde het soubasement. In de cella bevond zich een Yoni welke geleidelijk met de lagen is gezakt, daar het stuk te zwaar was om het er uit te lichten. De tjandi heeft een tempelput van 1.90 bij 1.90 M. en is i 2.50 M. diep. Hierin werden, behalve wat ingevallen steenen, twee urnen gevonden, een op 0.50 M. en de andere op 1.00 M. diepte. Zij bleken bij onderzoek ledig te zijn; het deksel der eerste is nog geheel gaaf en werd iets verder dan de urn gevonden, terwijl van het deksel der tweed"
OV_1929,1929,293,0,depth,meter,X M onder maaiveld,0.75 M. onder het maaiveld,0.75,0.75,depth+material,2,"Voorts is nog gezocht naar den verderen loop van het nog behouden gebleven stuk stadsmuur bij Panggoeng. Een sleuf Noordelijk daarvan bracht het gewenschte resultaat. Het is de Westelijke stadsmuur, die na een poort gepasseerd te zijn, in den waren hoek Panggoeng met den Zuidelijken stadsmuur samentreft. Hier staat de muur op zand en bevindt zich de fundeeringsaanleg op dz 0.75 M. onder het maaiveld. Hier werd tot een diepte van dz 5 M. doorgegraven om te zien op welke diepte eigenlijk de maagde"
