volume,year,match_type,match_desc,match_text,depth_m,depth_unit,site_name,has_site,has_volcanic,location,sites_nearby,volcanic_nearby,locations_nearby,page_est,context
OV_1914,1914,volcanic_arch_v_arjuno,Volcanic+archaeological: Arjuno,Ardjoeno,,,Tjandi Ardjoeno,True,True,,Tjandi Ardjoeno; Tjandi Semar; Tjandi Srikaiidi; Tjandi Djawi,Ardjoeno,,28,"aal-laboratorium.   1874    iilem   Milltair kleedingmagazijii.   1875    idem   Magazijn Arsenaal.   1876   -   Djombang, coll. Tji  Liang Sioe.   >teenen godinnebeeld.   1877. 1878   yt   idem   zelfde. zijkanten.   1879    idem   steenen spuierbeeld.   1880    idem   steeneii godebeeld.   1881    idem   steenen (yliwa-Guru.    Afgesloteu 30 Juni 1914.        Bijla&e M.    stand van het teekenwerk.   2’® kwartaal 1914.    Dieng=plateau.   Van de voorloopige teekeningen kwamen gereed;   Tjandi Ardjoeno. platte grond.   Tjandi Semar, vooraaiizicht.   . . zijaanzichr.   , . achteraanzicht.   , , platte groucl.   , , lengte-doorsnede.   . , dwars-doorsnede.   Onder handeu ziju;   Tjandi Srikaiidi. vooraanzicht.   , , zijaanziclit.   , , achteraanzicht.   „ , platte grond.   „ . lengte-doorsn"
OV_1914,1914,volcanic_arch_crater,Volcanic+archaeological: crater,krater,,,baksteenen,True,True,afdeeling Redjang,baksteenen; steenen beeld,krater,afdeeling Redjang; afdeeling Mokko,46,"gevonden,  wellicht Hindoe-mnntjes. L^it deze buurt afkomstig is ook  een steenen bal, vermoedelijk om gouderts tijii te wryven.  thans in bet Museum te Batavia.   Lit.   Notulen 1903 Bijiage XII no. o89a.   Notulen 1904 p. 40.   Xotulen 1911 p. 91 sq.   Invent. Mus. Bat. no. 4546.   90. Meet Feis.   Aan den oever van dit ineer een rerks graven van l)uiten-  gewoon groote afmetingen.   Lit.   Notulen 1901 p. 8.   Onderafdeeling Redjang.   91. (loenoeug Kaba.   Aan den rand van den Noordelijken krater een groot  zittend steenen beeld, gesebonden.   Lit.   Tijdsehr. Bat. Ren. XIY (1865) p. 188.   Onderafdeeling Mokko^mokko.   92. Koeala Meutjoeto.   Zes onde graven met roode baksteenen en steenen ziiiltjes,  aan den top versierd met ingebeitelde tiguren.   Lit.   Notulen 1887 p. 121.     bD "
OV_1914,1914,depth_m,op een diepte van X,op een diepte van 2 M,2.0,meter,baksteenen,True,True,afdeeling Redjang,baksteenen; steenen beeld; Steenen beeld,krater,afdeeling Redjang; afdeeling Mokko; Afdeeling Manna; Afdeeling Kroe,46,"p. 8.   Onderafdeeling Redjang.   91. (loenoeug Kaba.   Aan den rand van den Noordelijken krater een groot  zittend steenen beeld, gesebonden.   Lit.   Tijdsehr. Bat. Ren. XIY (1865) p. 188.   Onderafdeeling Mokko^mokko.   92. Koeala Meutjoeto.   Zes onde graven met roode baksteenen en steenen ziiiltjes,  aan den top versierd met ingebeitelde tiguren.   Lit.   Notulen 1887 p. 121.     bD be    110    03. Seblat.   Steeneii wigvormige beitel en puntbijl (batoe kilat of gigi  oentoer), de eerste op een diepte van 2 M. in den grond  evonden, beiden tbans in bet llusenm te Leiden.   Lit.   Jnyuboll, Catalogus Leiden (1909) p, 50 no. 891/3 en S91 '2.   Afdeeling Manna.   94. Padang Goetji.   Steenen beeld. opgezonden naar Let Maseuin te Batavia.   Lit.   Notuleu ISTo p. 42.   Afdeeling Kroe.   "
OV_1914,1914,depth_vadem,X vadem diep,4 vadem diep,6.8,vadem,ruine,True,False,,ruine; lingga,,,56,"van bier zijn  opgenomen in bet Museum te Batavia.   Vroeger stond te Sauggan een steeneu ,,me=djid“. Aan  de overzijde van de Kapoeas werden in den groud kommen  of potten gevonden, in de rivier zelf een gouden lingga.  waarvau tbans in bet Museum te Batavia een repro-  ductie is.   Lit.   Nota van Gontroleur Bakker (1877), tbans in bet arcbief  van bet Bat. Gen. De steenen van aebter de controleurs-  vvoning zijn tot 4n a 50 e. M. groot en worden tbans op  graven gebruikt. De potten lagen op 4 vadem diepte.   Notnlen 1877 p. 44 sij.   ^otulen 1870 p. 22 — 24 en 144.   Xotnlen 1880 j). 97 en 112.   Bakker, Het rijk Sanggau, 'rijdscbr. Bat. Gen. XXIX  (1884) p. 368 en 600.   Xotnlen 1887 p. 17 m|. en Bijlage VI no. 782a.   Xotnlen lOlo p. lO) s(]., 134 en Bijlage III no. lo3i  en 461i.   B"
OV_1914,1914,volcanic_arch_lava,Volcanic+archaeological: lava,lava,,,opgravingen,True,True,,opgravingen; opgravingen,lava,,87,"steenblok van Biting met .jaartal 1138 in sengkala.   In de at'deeling fUihir werden de volgende nog onbekende  gedateerde iujcripties aangetroffen :   op twee raksasa's op bet regentserf te Blitar : 13 in  sengkala; te zaiiieii bebbeii ze du' 1313 aaugegeveu.  op een raksasa van tlainbar-wetan bet jaartal 136(1.  op een .steeneu zerk te Djiembe (Lodojo) 1095.  op een .steen te .'^awaiin ;Blitar) 1034 in sengkala.  op een steen te Plo.S'O (Lodojo) 127(( in sengkala.   9. Fotografieen.   De op .lava vervaardigde foto’s gemuumerd 1882 — 1966  ziju opgegeven in Bijlage V. Door den Heer Melville  werden oj'genonien de . verzakking” van Boro-Budur (zie  ]i. 188 van dit verslag). de opgravingen nabij Magelang,   ver.sebillende midlieden in bet Museum te Mod.jokerto. en de  opgravingen van Panggi"
OV_1914,1914,volcanic_arch_v_kelud,Volcanic+archaeological: Kelud,Kloet,,,Tjandi Tikoe,True,True,,Tjandi Tikoe; beeld   1944; Durga,Kloet,,90,"i.   geornamenteerde steenen ei  antefixen.   1942   13 X IS   Blitar. stadstuin.   getigureerd erl op de achter  kant van een Ganeea.   1943    idem.   voorzijde van betzelfde beeld   1944    Blitar, regents-ert, No.  8 eu 56.   steenen Durga-beelden.       218    Xummer*   1   Formaat.   Plaats.   Korte omschriiTiiig.   1945   13 X 18   Blitar. regeuts-erf, Xo.  39, 40 en 49.   vroiiwespuier, Diirga en hoek-  antefix.   1946, 1947   ,   idem, Xo. lOO.   .'teenen leeiiw op drager.   1948   •   Kloet (Karaugredjo)^   than? Blitar, reg. Xo.   ( 4.   aehterzijde van een Surya-  beeld.   1949   24 X 30   Tjaudi liauibar We-  tan.   Xoord-West-hoek.   1950    idem.   /aid- We.st-hoek.   1951    idem.   Zuid-Do.<t-lioek.   1''52— 1955   13 18   idem.   rak.;.asa’.?.   1956   IS X 24   Tjandi Ti"
OV_1916,1916,volcanic_arch_v_welirang,Volcanic+archaeological: Welirang,Welirang,,,tempels,True,True,residentie Madioen,tempels; monumenten,Welirang,residentie Madioen,2,"Onder het personeel hadden geen veranderingen plants.   § 2. Bureau.   De lijst der oudheden met litterafcuuropgave van de resi-  dentie Kedoe kwani gereed. Thans is een aanvang gerpaakt  met die van de residentie Madioen.   Voor de aanwinsten aan negatieven, teekeningen en ab-  klatsehen zie men de Bijlagen A, B. H en I.   § 3. Reizen*   Ondergeteekende ondernam een dienstreis naar Soerabaja,  Modjokerto en Prambanan: de Heer Leydie Melville naar  verschillende plaatsen op den Penanggoengan en Welirang  en vervolgens eveneens naar Prambanan. Door den Heer  Perquin werden de tempels Kali-tjilik. Sawentar en Soem-  berdjati herhaaldelyk bezoeht in verband met het opnemings-  werk aldaar. terwijl genoemde ambtenaar bovendien de  gerestaureerde bouwwerken in Olid-Bantam controleerde.  Die laa"
OV_1916,1916,volcanic_arch_v_welirang,Volcanic+archaeological: Welirang,Welirang,,,Tjandi Selo,True,True,,Tjandi Selo; tempels; opgravingen,Welirang,,2,"de maatregelen ten behoeve van  de nieuw opgenomen tempels wordt verwezen naar Bijlage 0.   Yermelding verdient nog. dat de op biz. 200 van bet vorig  verslag als verdwenen gerapporteerde Ganeea van Srigading  teruggevonden is.     o    § 5. Inventarisatie.   Deze had gedurende het afgeloopen kwartaal met plaats.   § 6. Nieuwe opnamen, opgravingen, enz.   Door den Heer Leydie Melville werd een voorloopig  onderzoek ingesteld naar versehillende overblijfselen op de  hellingen van Penauggoengan, Welirang en Andjosmoro ;  waar noodig werden tevens globale opmetingen gedaan en  foto’s vervaardigd.   Bij het onderzoek van den Phianggoengan werden allereerst  op ongeveer 4 paal van Trawas op een plateau een tweetal  nissen van bekapte andesietsteenen opgenomen. Vervolgens  werd Tjandi Selo-kelir"
OV_1916,1916,volcanic_arch_v_welirang,Volcanic+archaeological: Welirang,Welirang,,,Tjandi Padoesan sporen,True,True,desa Mendek,Tjandi Padoesan sporen; Ciwa,Welirang,desa Mendek; desa Sendi een,2,"fragmented Tegen den top  <t. Bekel vond de Heer Melville zeven overblijfselen, in  klimmende reeks op afstanden van 25 a 30 M. aehter elkander  liggende, en no 2 viif kleinere restes. Xog werd een bezoek  bezoek gebraeht aan Koetogiraug (desa Mendek). waar dui-  zenden z. g. Madjapuhit-steenen en een stuk van een bakstee-  nen muur werden aangetr often : over de mogelijke beteekenis  liiervan vindt men enkele opmerkingen van den regent van  Mod joker to in Bij 1 age D,   Tegen de hellingen vau Welirang en Andjobmoro, in het  onderdistriet Patjet, werd blijkens rapport van den Heer  Melville het volgende gevonden. Aan den rand van het bosch  Padoesan versehillende door de bevolking herstapelde fragmen-  ten : bij Tjandi Padoesan sporen van een muur: in het  bosch Soember-ngadiman een gescl"
OV_1916,1916,volcanic_arch_v_ringgit,Volcanic+archaeological: Ringgit,ringgit,,,Tjandi Selok,True,True,,Tjandi Selok; Tjandi B; Tjandi C; Tjandi D; inscriptie,ringgit,,3,"oonte volgt lner een korte opgave van de nieuwe  aanwinsten op epigraph isch gebied van het Museum te  Modjokerto.   503. steenblok van SoemberdjedSr Kradjan met jaartal 1200.     4    512.   513.   514.   515.   516.   517.   518.   524.   525.   526.   527.   528.   529.   530.   531.   532.   533.    534.    535.   536,    537.   538.   539.   540.   541.  543.    besehreven steen van Poegeran.  besehreven zuiltje van Poeg&ran.  steenblok van Krapiak met jaartal ] 336.  steenblok \an K^mbang-ringgit met jaaital 1213.  steenblok van Trolojo met jaartal 1218.  bescbreven steen van Patjet-wetan.  besehreven steen van Boedoekgede (Padoesan).  steenblok van Tjandi Selok&lir (A.) met jaartal 1356.   „ , , - - - 13.   „ . 64.   „ „ „ , . jaartal 1356.   steenblok van G. Bskel (Tjandi B.) met 9"
OV_1916,1916,volcanic_arch_v_tengger,Volcanic+archaeological: Tengger,Tengger,,,koperplaat,True,True,,koperplaat,Tengger,,18,"n staat van zaken sehikken  kon, trok weg. Enkele niet bekeerden zal men er ook nog   1) Hetgeeu zrj zeker wel gedaan zouden Uebben, indien zij zelve  tot het Majapahitsche huis belioord hadden.     32    wel langen tijd aangetroffen hebben : wanneer dus b.v. op  de koperplaat van 1463 2 ) staat, dat zij te Majapakit  beschreven is. dan is er niets tegen orn die mededeeling voor  juist te houden. Missehien beboorde de scbrijver ervan  met de zijnen tot de groep uitgewekenen, die zieh tegen  den Tengger gevestigd hebben — daar althans is de koper-  plaat gevondeu — en in dat geval zou die verhnizing dus na  1463 hebben plaats gekad. Het verlies van alle politieke betee-  kenis, gepaard gaande met het wegtrekken van een deel der  bevolking, zullen in betrekkelijk korten tijd gestadig aan tot"
OV_1916,1916,volcanic_arch_v_welirang,Volcanic+archaeological: Welirang,Welirang,,,Tjandi Tikoes verder,True,True,,Tjandi Tikoes verder; Tjandi Selo,Welirang,,37,"gawangi en zoo mogelijk ook  aan Soerawana. Onder leiding van den Heer Melville zal  zoowel op bet Dieng-plateau als bij Tjandi Tikoes verder  onderzoek plaats bebben, terwijl de Heer De Vink op de  gewone wijze in Atjeli werkzaani blijft.   De Cbef van den Ondbeidkundigen Dienst,  Dr. N. J. Kro3i.    Batavia, Juli 1915.     B IJ L A G E K.    Lijst der fotografische opnamen   over het 2 de kwartaal 19J5.    Nummer.   Formaat.   Plaats.   Korte omschrijving.   2182   18 X 24   Poetoeh Poejang  (Welirang).   gezicht op de overblijfselen.   2182 bis   „   id.    2183    id.   zelfde van meer nabij.   2184   „   id.   zelfde, met publiek.   2185   -   Poetoeh Gfriang  (Welirang).   gezicht op de overblijfselen.   2186   „   Penanggoengan.   twee nissen.   2186 bis    id.   zelfde.   2187    T"
OV_1916,1916,volcanic_arch_v_welirang,Volcanic+archaeological: Welirang,Welirang,,,Tjandi Selo,True,True,,Tjandi Selo; tempelgebouw; koperplaat,Welirang,,37,"de Heer De Vink op de  gewone wijze in Atjeli werkzaani blijft.   De Cbef van den Ondbeidkundigen Dienst,  Dr. N. J. Kro3i.    Batavia, Juli 1915.     B IJ L A G E K.    Lijst der fotografische opnamen   over het 2 de kwartaal 19J5.    Nummer.   Formaat.   Plaats.   Korte omschrijving.   2182   18 X 24   Poetoeh Poejang  (Welirang).   gezicht op de overblijfselen.   2182 bis   „   id.    2183    id.   zelfde van meer nabij.   2184   „   id.   zelfde, met publiek.   2185   -   Poetoeh Gfriang  (Welirang).   gezicht op de overblijfselen.   2186   „   Penanggoengan.   twee nissen.   2186 bis    id.   zelfde.   2187    Tjandi Selo-kSlir.   gezicht op het terrein.   2188    id.   voorste bouwwerk.   2189   *   id.   terras van het grootste bouw-  werk.   2190    id.   Xoord-Oostelijke ternpel. "
OV_1916,1916,volcanic_arch_v_ringgit,Volcanic+archaeological: Ringgit,ringgit,,,Tjandi E,True,True,,Tjandi E; inscriptie; steenen met; steenen met; steenen met,ringgit,,38,"404 en 583—535,   drie steenen met gelijklii-  dende inscriptie en v* u  met jaartal 1385.   2215   1*   G. Penanggoengau  (Tjandi E), thans Mus.  Modjok. no. 536.   gebloemde steenen, o. a. li'-t  1 en 3.   2216    Trolojo, Krapiak en  Kembangsore, thans  Mus. Modjok. no. 516,  514 en 538.   steenen met jaartallen 12lS.  ] 336 en 1341.   2217   1   So e mbe r d j e dj e r-kr ad j an  en G. Semodo, thans  Mus. Modjok. no. 503  en 537.   steenen met jaartallen 1- ^  en ]265.   2218   -   Kembangringgit, thans  Mus. Modjok. no. 5 1 5.   steen met jaartal 1213.   2219    Djatiwetan en Ngoro,  thans Mus. Modjok.  no. 539 en 543.   steenen met jaartallen 1 ; >2-  en 1335.   2220   -   Soembersari, thans Mus.  Modjok. no. 541.   bescbreven steen.   2221 —  2223   7!   Djeboek (Toeloeng-  agoeng)"
OV_1916,1916,volcanic_arch_v_ijen,Volcanic+archaeological: Ijen,ijen,,,tempels,True,True,,tempels; monumenten,ijen,,46,"hen.   § 3. Reizen.   Door Dr. Krom werd in Augustus een cout role-re is naar  Prambanau, Boro-Budur en Modjokerto ondernomen. De  beer Leydie Melville verbleef bet grootste deel van bet  kwartaal te Modjokerto en Soerabaja van waaruit bij dienst-  reizen ondernam naar Keinbaug-sore en Serang. De beer  Percpxin bezocht op een doorreis van Cheribon naar Soerabaja  de tempels van Gedong-sanga.   § 4. Bescherming van monumenten.   Te Boro-Budur werden nuatregelen genonxen om de  vloeren der gaanderijen. wavr op verscluddene plaatsen de     98    specie in de yoegen tussehen de steenen verdwenen was,  weder waterdicbt te maken. Yerder gaf Dr. Krom op zijn  laatste dienstreis last om te Prambanan de losse reliefs,  thans staaude op de plaats der voormalige opzithterswoning,  elders op te stelle"
OV_1916,1916,volcanic_arch_tephra,Volcanic+archaeological: tephra/ash/tuff,asch,,,tjandi Soember,True,True,,tjandi Soember; monumenten; Monuments,asch,,49,"11. Musea en Verzamelingen.   Het Museum te Modjokerto blijffc zick in een druk bezoek  verbeugen. Op enkele feestdagen in de masuid Augustus  steeg ket aantal bekmgstellenden tot 1200 per morgen.  Gemiddeld wordt de verzameling dagelijks door een 250  personen bezockt.     102    De beide beelden van Redjo-Agoeng (distr. Pare, res.  Kediri, zie Oudh. Versl. 1914 p. 190) alsmede een steen  met jaartal 1086, beboorend tot de verzameling van den  heer van Stein Callenfels, werden door bet Bataviaasch  Genootschap aangekocht.   § 12. Lijst van monumenten.   No. 4 van Oost-Java (tjandi Soember-djati) kwam gereed.   § 13. Publicaties.   Het Oudheidkundig Versing over het tweede kwartaal  1915 verscheen in druk.   § 14. Geschenken.   A an boelnverken werden ten geschenke ontvangen : van  de Arch"
OV_1916,1916,volcanic_arch_tephra,Volcanic+archaeological: tephra/ash/tuff,asch,,,tjandi Panataran verwijderd,True,True,,tjandi Panataran verwijderd; Monuments,asch,,49,"tweede kwartaal  1915 verscheen in druk.   § 14. Geschenken.   A an boelnverken werden ten geschenke ontvangen : van  de Archeological Survey of India : Three Turki Manuscripts.  Van dezelfde: Annual Progress Report, Hindu and Buddki-  Monuments Northern Circle en Annual Report 1911/12  part I. Van den Super intendant Arch. Survey. Burma:  Report for the year ending 31 March 1915 en van den  Superintendant Arch. Survey Froutier Circle: Annual Report  1914 — 1915. Van de directie van het Bataviaasch Genoot-  schap Notulen 1915, afl. 2.   § 15. Programma voor het volgend kwartaal.   De heer Melville zal het hevstellingswerk aan de  gopoero Badjang-ratoe ter hand nemen en zijne werk-  zaamheden o|) den Dieng vervolgen. Onder persoonlijk  toezicht van den heer Perquin zullen de bijgelapte re- "
