volume,year,match_type,match_desc,match_text,depth_m,depth_unit,site_name,has_site,has_volcanic,location,sites_nearby,volcanic_nearby,locations_nearby,page_est,context
OV_1912,1912,volcanic_arch_lava,Volcanic+archaeological: lava,lava,,,tempel,True,True,,tempel; tempel; tempel; tempel,lava,,50,dapa.   443   ill.   2209   -   ..   Kapul levara’s mandapa.   444   id.   2210    ..   Krsna’s mandapa.   445   id.   2211     Pafiea Pandava mandapa.   44ti   id.   2212     Vai>nava grot.   447   id.   2214   -    Yam a purl grot.   448   id.   2215    -   tempel op de rot^ (oude vuur-  toren).   449   id.   2210   -   ..   onatgewerkte grot.   450   id.   2217   .   *•   ongeidentiOeeerde grot.   451   id.   2218   ..     452   id.   2219     .   453   id.   2223   _    ! gezicht o}» de Paielava ratha*s.   454   id.   2224   - 1    1 Bhima’s ratlia.   455 !   1   id.   2225   -    Dharmaraja's rath a.   450   id.   2220    ; 1  i   Draupadi's en Arjuna's rat ha.   457   id.   2227   ..   1   Laneca's ratha.   458   id.   2232   -   !   rotssculptuur ( Arjuiuds boete).   459   id.   223
OV_1914,1914,exposed,exposed/uncovered,blootgelegd,,,tjandi in oogeuscbouw,True,False,,tjandi in oogeuscbouw; tempeltje; ontgraving,,,3,"ii plaatselijk onderzoek naar de ligging  van enkele oude gebouwen dier bootdstad. be<cbreven in den  Xagarakrtagama. In de eerste jdaats werd een plek  nabij Kedaton bezocbt, in welks nabijheid drie poorten  acbter elkander gestaau bebben en waar laat>telijk een  oudbeidkuudige vondst bad plaatsgevonden. Xa mijn vertrek  en als gevolg van mijn besprekingen met den regent, wer-  den bij eenige onder leiding van dieu laatste onderuomen  proefgravingen eveneens stnkken van den ringmuiir der stad  blootgelegd. Getracbt wordt oji die wijze een vuorloopige  orienteering te verkrijgen. waaroj) dan later systematiscbe  ontgraving van de daartoe in aanmerking komende stads-  gedeelten kau volgen.   Boveu Patjet werden nabij ile broniien van PiuhwMin de  daar door den regent van Modjokerto ontdekte"
OV_1914,1914,volcanic_arch_tephra,Volcanic+archaeological: tephra/ash/tuff,asch,,,tempelresten,True,True,,tempelresten,asch,,3,"7. Vondsten.   Omtrent den in het vorig verslag vermelden steeu van  Banaiifi deelde de resident van Bengkoelen raede, dat deze  niet te vervoereu was : er zulleu nu echter foto's en abklat-  sc-hen van gemaakt worden.   De resident van Kedoe gaf kenuis van een voudst van  tempelresten enz. nabij ilagelang. welke nader onderzocht  zal worden.   § 8. Epigraphie.   De publicatie van de epigraphische nalatenschap van Dr.  .1. L. A. Braudes heeft thans in deel LX der Verhandelingen  van het Bataviaasch Genootschap plants gehad. Van de  resultaten der epigraphi.sche werkzaamheden van onderge-  teekende is een en ander te vinden in een artikel  .Epigraphische aanteekeningen IV — VIE’ dat in Tijdschr.  Bat. Gen. van dit jaar verschijnen zal.   Een belangrijke hoeveelheid epigraphisch materiaal ni"
OV_1914,1914,subsidence,sunk/subsided,verzakt ,,,,False,False,,,,,14,"op bet boveoste plateau vrerden wederom opgemet-  seld; de kap ge:-teld en met paiinen geilekt en de deuren,  die toegaiig geveu naar bet gebouwtje. algebaugeu.   In de eerste belft van deze maand werd gewerkt met  ongeveer (35 koelies en met 2i> metselaars: in de tweede  belft met 28 koelies en 9 metselaars.   PANGKALAX XAXGKA. Xadat bet strnikgewas bin-  nen en bniten den riugniunr was weggeruimd, Ideek, dat  de Westmuur over de gebeele lengte was omgevallen, dat  de Noordmuur aamnerkelyk was verzakt en dat de Oostmnur  plaatselpk uit zijn verband was gerukt dijor een grooteu  boom, die er tegen was opgegroeid.   De Zuidmuur met poort was nog in goedeu staat ; bet  zou alleeii noodig zijn bet koziju met deuren te berstellen.  nieuwe lateien daarboven aan te brengen. enkele balusters  (va"
OV_1914,1914,subsidence,sunk/subsided,verzakt ,,,,False,False,,,,,17,"voeren van groud en puin en bet scboonmaken der graven.  Er werd een begin gemaakt met bet nietselen van den  buitensten riugmuur (die in deze maand gereed kwam) en  bet optrekkeu of opnieuw stellen van de graven binnen  den ringmuur, terwijl die binnen bet midden gebouw tevens  werden bepleisterd; met bet berstellen van de groote ingangs-  poort werd eveneens een begin gemaakt, terwijl de kapt  van bet middengebouw, voor zoover dat noodig was, werd  afgebroken alsmede de voorgevel, die gebeel verzakt was.   M A A R T.   PAKALAXGAX. In de maand Maart werd in bet ge-  bouw op bet bovenste jdateau de vloer gelegd, alle mureii  uogmaals gewit, de rimboe wederom verwijderd en de werk-  zaambeden gebeel beeindigd.     40    PAXGKALAX X’^AXGKA. In deze maand werd de uiewe  kap gesteld, deuren en"
OV_1914,1914,burial,buried/sunk in ground,in den grond geraak,,,ontgravingen,True,False,,ontgravingen; baksteenen; beeldje en; beeld van Krtauagara,,,23,"enen beeldje en een  steenblok met jaartal 1374 aangetroflen; ook is er een  ringmuur geweest. Het is van deze plants dat. volgens me-  dedeeliug van den regent, het thans te Soerabaja staand  Aksobhya-beeld van Krtauagara uit 1211 , genaamd de Djaka  Dolok, afkomstig is. Eindelijk was, eveneens door den  regent, op een plants genaamd TJniidi Tilcoes. op korten  afstand van Badjaugratoe, een boveu den grond uitstekend  toj>stuk aangetruhen, dat klaarblijkelijk nog aan het bpbe-  hoorend, geheel in den grond geraakte bouwwerk vastzat.  Ook hier haddeu onder leiding van den Heer Melville  verdere ontgravingen plants, die tot 3.50 M. diepte werden   1) Hierovt‘ 1 ' zal eeii kleine medetleeling Avordun opgenomen in het  Tjidschr. Bat. Uen.     58    voortgezet. Wat er te voorsehijn kwam. was e"
OV_1914,1914,depth_m,X.X M diep,3.50 M. diep,3.5,meter,Tjandi Djawi,True,False,,Tjandi Djawi; ontgravingen; opgraving; baksteenen; beeld van Krtauagara,,,23,"me-  dedeeliug van den regent, het thans te Soerabaja staand  Aksobhya-beeld van Krtauagara uit 1211 , genaamd de Djaka  Dolok, afkomstig is. Eindelijk was, eveneens door den  regent, op een plants genaamd TJniidi Tilcoes. op korten  afstand van Badjaugratoe, een boveu den grond uitstekend  toj>stuk aangetruhen, dat klaarblijkelijk nog aan het bpbe-  hoorend, geheel in den grond geraakte bouwwerk vastzat.  Ook hier haddeu onder leiding van den Heer Melville  verdere ontgravingen plants, die tot 3.50 M. diepte werden   1) Hierovt‘ 1 ' zal eeii kleine medetleeling Avordun opgenomen in het  Tjidschr. Bat. Uen.     58    voortgezet. Wat er te voorsehijn kwam. was een baksteenen  plateautje op fraai versierd roetstuk, met opzij zorgvuldig  bewerkte met in- en uitspriugende lijsteii geornamentee"
OV_1914,1914,burial,buried/sunk in ground,in den grond begraven,,,,False,False,desa  Siman,,,desa  Siman,24,"Java p. 241 en 303) van  Belahnn afkomstig, in 19it7 nog te Trawas aangetrott'eii  (Rapp. 1907 p. 104 — 100), docb is 1909 als verloren g^gaaii  opgegeven (Not. 1909 p. ISO), inderdaad nog te Trawas  bleek te staan en thans vaudaar is overgebracbt naar bet  Museum te Modjokerto no. 4no van den inventaris).   Yan den Heer Yan fitein Palleutels te Djaeian ositvino-  ik bericbt van de door liein gedane outdekking in desa  Siman (ondern. Bogor Fradab. Kediri) van twee bescbreven  steenen, zoo diep in den grond begraven, dat alleen bet dak-   2 ) Door de onbe^e'ieideiiheid van een onbekcink' i- deze zaak rijed-  wereldkundig gemaakt in de Xieuwe Kott. Cour. van 14 .Juni 1914.     59    vo 2 -mig bovenstuk nog te voorscliyn kwam. Door de goede  zorgen van genoemden beer werden ze uitgegraven, sc"
OV_1914,1914,volcanic_arch_lava,Volcanic+archaeological: lava,lavaan,,,inscriptie,True,True,,inscriptie; koperplaat,lavaan,,25,"Gen. 1911  p. dllsqcp) bierbeen overgebracbt.   Xaar aanleiding van den ,batoe pandapatan'’ te Taudjoeng  (Pad. Boveul.) werd door Dr. Pb. S. van Ronkel een iiota  aangeboden, bieracbter opgenomen als Bijlage N.   Yoor in Kediri ontdekte bescbreven steeuen wordt ver-  wezen naar § 7.   Van den Heer G. Dom te Tjebougau outving ik ter  inzage een zeer merkwaardige koperplaat, waarop in bet  midden is voorgesteld een vrouwefiguur, welke een kind  draagt; bet gebeel omgeven door 36 regels^Middeii-.lavaan.scb’  Kawi-scbrift. De inscriptie is vooral voor onze kennis der  Hindoe-,Javaansche godsdien.stige voorstellingen van belang.     61    daar zy klaarblijkelgk verscliillende formules bevat ter eere  van de ook door vele vSanskrit-epitheta gehuldigde Dewl.   § 9. Fotografieen.   In Bijlage L i"
OV_1914,1914,volcanic_arch_v_arjuno,Volcanic+archaeological: Arjuno,Ardjoeno,,,Tjandi Ardjoeno,True,True,,Tjandi Ardjoeno; Tjandi Semar; Tjandi Srikaiidi; Tjandi Djawi,Ardjoeno,,28,"aal-laboratorium.   1874    iilem   Milltair kleedingmagazijii.   1875    idem   Magazijn Arsenaal.   1876   -   Djombang, coll. Tji  Liang Sioe.   >teenen godinnebeeld.   1877. 1878   yt   idem   zelfde. zijkanten.   1879    idem   steenen spuierbeeld.   1880    idem   steeneii godebeeld.   1881    idem   steenen (yliwa-Guru.    Afgesloteu 30 Juni 1914.        Bijla&e M.    stand van het teekenwerk.   2’® kwartaal 1914.    Dieng=plateau.   Van de voorloopige teekeningen kwamen gereed;   Tjandi Ardjoeno. platte grond.   Tjandi Semar, vooraaiizicht.   . . zijaanzichr.   , . achteraanzicht.   , , platte groucl.   , , lengte-doorsnede.   . , dwars-doorsnede.   Onder handeu ziju;   Tjandi Srikaiidi. vooraanzicht.   , , zijaanziclit.   , , achteraanzicht.   „ , platte grond.   „ . lengte-doorsn"
OV_1914,1914,burial,buried/sunk in ground,onder den grond bedolven,,,,False,True,,,ijen,,32,"sing te toetsen en vooral is bet gewenscbt om te tracbten  bet biaat aantevullen dat bestaat tusseben de begraafplaats  van Samoedra en Koeta Kareiieng.   Een volgende tocbt was in boofdzaak gewijd aan een  begraafplaats door den Heer de Vink ontdekt aan den linker  oever der Pase rivier, dock in rechte lijn niet ver van de  bierboven bescbreven complexen verwijderd, die ecbter alle  recbts van die rivier gelegen zijn.   Toen de Heer de Vink dat complex vond, lagen nagenoeg  alle steenen gebeel onder den grond bedolven. De naam  door de bevolking tbans aan die plek gegeven, n. m. Toen-  koe di Bale is zeker gebeel willekeurig.   Het is een vrij groot terrein, met 2 rijen graven, tamelijk  regelmatig gelegen, waartnsscben ongeveer in bet midden,  een zeer booge boom staat die tbans, misscbi"
OV_1914,1914,burial,buried/sunk in ground,in den grond bedolven,,,,False,False,,,,,35,"ontgraven, teeke-  nen en abklatschen, gingen geregeld door.   Op 29 Juni bracht ik, wederom met Dr. Hoesein Djaja-  diningrat, een bezoek aan kampong Pande, waar drie     83    complexen werden aangetroffen ; de beide eerste bevatten  sultansgraven, bet derde nioet nog worden ontgraven.   Op abe groote grafsteenen in Koeta Eadja. Koeta Alam.  Oelee Loeeng en Pande is nog duidelijk te zien aan bet  zwarte lak, dat ze vroeger geheel vergiild zijn geweest: op  een steen in de vroegere dalem. die in den grond bedolven  is geweest, is bet verguldsel nog gedeeltelijk aanwezig.  Vele steenen van deze complexen zijn tijdeus den oorlog  geheel of gedeeltelijk beschadigd door granaten.   In dit kwartaal werd voor f 1476.11 verwerkt.    Oelee Lheue. Juli 1914.      B IJ L A G E Q.    Vijfde lijst va"
OV_1914,1914,excavated,excavated,opgegraven ,,,beeldhouwwerk,True,False,,beeldhouwwerk,,,44,", De trap is onder het jiuin bedolven. Twee  gebroken stukkeii beeldhouwwerk liggen op den grond.  Sporen van een ringnuuir zijn nog ziehtbaar.   83. Porlak Dolok.   Ongeveer paal van Paringgonan Djae bevindt zieh  een beschreven steen met ondihdelijk schrift, door de bevol-  king vereerd.   Lit.   Brief Resident Tapanoeli, zie no. 72. De lettersoort is  noch Batakseh, noeh Sanskrit (lees Xagari).   84. < Inderafdeeliug Padang Lawas.   Lit het landsehap zijn afkomstig een steenen naiidi en  een opgegraven bronzen Ganeea-beeld.ie, het laatste eenigeu  tijd in het bezit van den ( 'ontroleiir. beiden thans in het  Museum te Batavia.   Ook is daarin opgenomen een bronzen Lokanatha met  een inseriptie gedateerd in 94(3 e;ika, verkregen van den  radja van Goenoeng Tuea.   Lit.     113    Notuleu"
OV_1914,1914,volcanic_arch_crater,Volcanic+archaeological: crater,krater,,,baksteenen,True,True,afdeeling Redjang,baksteenen; steenen beeld,krater,afdeeling Redjang; afdeeling Mokko,46,"gevonden,  wellicht Hindoe-mnntjes. L^it deze buurt afkomstig is ook  een steenen bal, vermoedelijk om gouderts tijii te wryven.  thans in bet Museum te Batavia.   Lit.   Notulen 1903 Bijiage XII no. o89a.   Notulen 1904 p. 40.   Xotulen 1911 p. 91 sq.   Invent. Mus. Bat. no. 4546.   90. Meet Feis.   Aan den oever van dit ineer een rerks graven van l)uiten-  gewoon groote afmetingen.   Lit.   Notulen 1901 p. 8.   Onderafdeeling Redjang.   91. (loenoeug Kaba.   Aan den rand van den Noordelijken krater een groot  zittend steenen beeld, gesebonden.   Lit.   Tijdsehr. Bat. Ren. XIY (1865) p. 188.   Onderafdeeling Mokko^mokko.   92. Koeala Meutjoeto.   Zes onde graven met roode baksteenen en steenen ziiiltjes,  aan den top versierd met ingebeitelde tiguren.   Lit.   Notulen 1887 p. 121.     bD "
OV_1914,1914,depth_m,op een diepte van X,op een diepte van 2 M,2.0,meter,baksteenen,True,True,afdeeling Redjang,baksteenen; steenen beeld; Steenen beeld,krater,afdeeling Redjang; afdeeling Mokko; Afdeeling Manna; Afdeeling Kroe,46,"p. 8.   Onderafdeeling Redjang.   91. (loenoeug Kaba.   Aan den rand van den Noordelijken krater een groot  zittend steenen beeld, gesebonden.   Lit.   Tijdsehr. Bat. Ren. XIY (1865) p. 188.   Onderafdeeling Mokko^mokko.   92. Koeala Meutjoeto.   Zes onde graven met roode baksteenen en steenen ziiiltjes,  aan den top versierd met ingebeitelde tiguren.   Lit.   Notulen 1887 p. 121.     bD be    110    03. Seblat.   Steeneii wigvormige beitel en puntbijl (batoe kilat of gigi  oentoer), de eerste op een diepte van 2 M. in den grond  evonden, beiden tbans in bet llusenm te Leiden.   Lit.   Jnyuboll, Catalogus Leiden (1909) p, 50 no. 891/3 en S91 '2.   Afdeeling Manna.   94. Padang Goetji.   Steenen beeld. opgezonden naar Let Maseuin te Batavia.   Lit.   Notuleu ISTo p. 42.   Afdeeling Kroe.   "
OV_1914,1914,burial,buried/sunk in ground,in den grond gevonden,,,baksteenen,True,False,Residentie Benkoelen,baksteenen; beeld  opgenomen; steenen beeld,,Residentie Benkoelen; Residentie Lampongsche; afdeeling Telokbetong; afdeeling Kalianda; Afdeeling Sepoetih,46,"sl. v. d. Topograph. Dieiist, 1912. p. 104 en plaat  XXII.   Oudheidk. Yersl. 1913. 4, p. 93.   Oudheidk. Versl. 1914, 1, p. 4.   99. Residentie Benkoelen.   Steenen bijl, opgenomen in bet Museum te Batavia.   Lit.   Xotulen 1870 p. 41 en 61.   Van Limburg Brouwer. Steenen beitels in 't Museum  van 't Bataviaascli Genootscbap, Tijdsc-br. Bat. Gen. XVIII  (1868) p. 87.   Residentie Lampongsche Districten.   Afdeeling; Telokbetong.   Onderafdeeling Telokbetong.   100. Soemoerbatoe.   Steenen bpi, in den grond gevonden, opgenomen in bet  Museum te Batavia.   Lit.   Xotulen 1890 p. 28.   Onderafdeeling Kalianda.   101. Ketapang.   Overblijfselen van steenen gebouwen nabij de aiikerplaats :  eenige baksteenen en tragmenten van een steenen beeld  opgenomen in bet Museum te Batavia.   Lit.   Xotu"
OV_1914,1914,burial,buried/sunk in ground,in den grond gevonden,,,baksteenen,True,False,Residentie Lanipongsebe,baksteenen; beeld  opgenomen; steenen beeld,,Residentie Lanipongsebe; afdeeling Telokbetong; afdeeling Kalianda; Afdeeling Sepoetih,46,"tong.   Onderafdeeling Telokbetong.   100. Soemoerbatoe.   Steenen bpi, in den grond gevonden, opgenomen in bet  Museum te Batavia.   Lit.   Xotulen 1890 p. 28.   Onderafdeeling Kalianda.   101. Ketapang.   Overblijfselen van steenen gebouwen nabij de aiikerplaats :  eenige baksteenen en tragmenten van een steenen beeld  opgenomen in bet Museum te Batavia.   Lit.   Xotulen 1867 p. 52.   V. g. 1. no. 103.     118    Afdeeling Sepoetih - T oelangbawang.   102. Tjahia Isegri.   Twee steenen bglen, in den grond gevonden.   Lit.   Erb, Ein Fund Ton Steinwaffen in Stid-Sumatra, Intern.  Archiv f. Ethnogr. XVI (1904) p. 173 — 175.    103. Residentie Lanipongsebe Districten.   In bet Museum te Batavia bevindt zicb een burkend stee-  nen Polynesiscb beeld, welliebt bet no. 101 bedoelde.   Bij de be"
OV_1914,1914,burial,buried/sunk in ground,in den grond gevonden,,,beeld van Awalokitec,True,False,afdeeling Moesi,beeld van Awalokitec; steenen beeld,,afdeeling Moesi; afdeeling Moesi; Afdeeling Ogan; afdeeling Moearodoeo,50,"Tijdschr. Bat. Gen. XIX (1870) p. 36.   128. Voormalige atdeeling Labat.   Steenen bijl. opgenomen in bet Museum te Batavia.   Lit.   Notulen 1874 p. 34.   Onderafdeeling Moesi Oeloe.   129. Tanab Priok.   In een beekje werd een roode martavaan gevonden met  beenderen en vier steenen bijlen, alles tbaus in bet Museum  te Batavia.   Lit.   Notulen 1911 p. 84.   Notulen 1912 p. b en 43 en Bijlage V no. 2024b en  5214 — 5217.   Invent. Mus. Bat. no. 5212.   130. Mambang.   Een paar steenen bijlen, in den grond gevonden, een  tbaus in bet Museum te Batavia.   Lit   Notulen 1911 p. 84.   Notulen 1912 p. 5 en Bijlage V no. 5213.   131. Onderafdeeling Moesi Oeloe.   Een van bier afkomstig steenen beeld van Awalokitec-  wara is opgenomen in bet Museum te Batavia.   Lit.   Notulen 1865 p. 11.   Tom"
